t_s,phase,scale,true_dist_m,reported_dist_m,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,est_separation_m
45.806,attack,0.050,2.0025,0.1001,0.0000,-22.1056,1.6609,-0.0000,0.0000,-0.0130,22.1689,0.0000,-20.2099,1.6705,-0.0000,2.0000,-0.0130,22.2736,1.8957
45.846,attack,0.050,1.9846,0.0992,0.0000,-21.2936,1.6647,-0.0000,0.0000,-0.0130,21.3596,0.0000,-20.2099,1.6705,-0.0000,2.0000,-0.0130,22.2736,1.0836
45.886,attack,0.050,2.0413,0.1021,0.0000,-21.2936,1.6647,-0.0000,0.0000,-0.0130,21.3596,0.0000,-20.2099,1.6705,-0.0000,2.0000,-0.0130,22.2736,1.0836
45.926,attack,0.050,2.0152,0.1008,0.0000,-22.1743,1.6745,-0.0000,0.0000,-0.0130,22.2384,0.0000,-20.5368,1.6696,-0.0000,2.0000,-0.0130,22.5995,1.6375
45.966,attack,0.050,2.0284,0.1014,0.0000,-22.1743,1.6745,-0.0000,0.0000,-0.0130,22.2384,0.0000,-20.5368,1.6696,-0.0000,2.0000,-0.0130,22.5995,1.6375
46.007,attack,0.050,1.9590,0.0979,0.0000,-22.1743,1.6745,-0.0000,0.0000,-0.0130,22.2384,0.0000,-20.3209,1.6843,-0.0000,2.0000,-0.0130,22.3853,1.8534
46.047,attack,0.050,2.0304,0.1015,0.0000,-21.3750,1.6805,-0.0000,0.0000,-0.0130,21.4420,0.0000,-20.3209,1.6843,-0.0000,2.0000,-0.0130,22.3853,1.0541
46.086,attack,0.050,2.0401,0.1020,0.0000,-21.3750,1.6805,-0.0000,0.0000,-0.0130,21.4420,0.0000,-20.3209,1.6843,-0.0000,2.0000,-0.0130,22.3853,1.0541
46.126,attack,0.050,1.9749,0.0987,0.0000,-22.1358,1.6604,-0.0000,0.0000,-0.0130,22.1990,0.0000,-20.5152,1.6756,-0.0000,2.0000,-0.0130,22.5785,1.6206
46.166,attack,0.050,1.9970,0.0998,0.0000,-22.1358,1.6604,-0.0000,0.0000,-0.0130,22.1990,0.0000,-20.5152,1.6756,-0.0000,2.0000,-0.0130,22.5785,1.6206
46.206,attack,0.050,1.9671,0.0984,0.0000,-22.1358,1.6604,-0.0000,0.0000,-0.0130,22.1990,0.0000,-20.2458,1.6629,-0.0000,2.0000,-0.0130,22.3088,1.8900
46.247,attack,0.050,2.0483,0.1024,0.0000,-21.3670,1.6611,-0.0000,0.0000,-0.0130,21.4325,0.0000,-20.2458,1.6629,-0.0000,2.0000,-0.0130,22.3088,1.1212
46.286,attack,0.050,1.9277,0.0964,0.0000,-21.3670,1.6611,-0.0000,0.0000,-0.0130,21.4325,0.0000,-20.2458,1.6629,-0.0000,2.0000,-0.0130,22.3088,1.1212
46.326,attack,0.050,2.0965,0.1048,0.0000,-22.2170,1.6383,-0.0000,0.0000,-0.0130,22.2783,0.0000,-20.5538,1.6622,-0.0000,2.0000,-0.0130,22.6160,1.6633
46.366,attack,0.050,2.0261,0.1013,0.0000,-22.2170,1.6383,-0.0000,0.0000,-0.0130,22.2783,0.0000,-20.5538,1.6622,-0.0000,2.0000,-0.0130,22.6160,1.6633
46.406,attack,0.050,2.0187,0.1009,0.0000,-22.2170,1.6383,-0.0000,0.0000,-0.0130,22.2783,0.0000,-20.2988,1.6137,-0.0000,2.0000,-0.0130,22.3581,1.9183
46.446,attack,0.050,1.9471,0.0974,0.0000,-21.3841,1.6319,-0.0000,0.0000,-0.0130,21.4472,0.0000,-20.2988,1.6137,-0.0000,2.0000,-0.0130,22.3581,1.0854
46.486,attack,0.050,2.0793,0.1040,0.0000,-21.3841,1.6319,-0.0000,0.0000,-0.0130,21.4472,0.0000,-20.2988,1.6137,-0.0000,2.0000,-0.0130,22.3581,1.0854
46.526,attack,0.050,1.9824,0.0991,0.0000,-22.1945,1.6191,-0.0000,0.0000,-0.0130,22.2545,0.0000,-20.5552,1.6339,-0.0000,2.0000,-0.0130,22.6153,1.6394
46.567,attack,0.050,2.0018,0.1001,0.0000,-22.1945,1.6191,-0.0000,0.0000,-0.0130,22.2545,0.0000,-20.5552,1.6339,-0.0000,2.0000,-0.0130,22.6153,1.6394
46.606,attack,0.050,1.9732,0.0987,0.0000,-22.1945,1.6191,-0.0000,0.0000,-0.0130,22.2545,0.0000,-20.2858,1.6247,-0.0000,2.0000,-0.0130,22.3459,1.9088
46.646,attack,0.050,2.0104,0.1005,0.0000,-21.4150,1.6311,-0.0000,0.0000,-0.0130,21.4780,0.0000,-20.2858,1.6247,-0.0000,2.0000,-0.0130,22.3459,1.1293
46.686,attack,0.050,2.0163,0.1008,0.0000,-21.4150,1.6311,-0.0000,0.0000,-0.0130,21.4780,0.0000,-20.2858,1.6247,-0.0000,2.0000,-0.0130,22.3459,1.1293
46.726,attack,0.050,2.0741,0.1037,0.0000,-22.2619,1.6314,-0.0000,0.0000,-0.0130,22.3225,0.0000,-20.5997,1.6343,-0.0000,2.0000,-0.0130,22.6597,1.6621
46.767,attack,0.050,1.9782,0.0989,0.0000,-22.2619,1.6314,-0.0000,0.0000,-0.0130,22.3225,0.0000,-20.5997,1.6343,-0.0000,2.0000,-0.0130,22.6597,1.6621
46.806,attack,0.050,2.0730,0.1037,0.0000,-22.2619,1.6314,-0.0000,0.0000,-0.0130,22.3225,0.0000,-20.2720,1.6236,-0.0000,2.0000,-0.0130,22.3320,1.9899
46.846,attack,0.050,2.0483,0.1024,0.0000,-21.4324,1.6404,-0.0000,0.0000,-0.0130,21.4961,0.0000,-20.2720,1.6236,-0.0000,2.0000,-0.0130,22.3320,1.1605
46.886,attack,0.050,2.0930,0.1047,0.0000,-21.4324,1.6404,-0.0000,0.0000,-0.0130,21.4961,0.0000,-20.2720,1.6236,-0.0000,2.0000,-0.0130,22.3320,1.1605
46.926,attack,0.050,1.9420,0.0971,0.0000,-22.2403,1.6345,-0.0000,0.0000,-0.0130,22.3013,0.0000,-20.5695,1.6351,-0.0000,2.0000,-0.0130,22.6296,1.6708
46.966,attack,0.050,2.0063,0.1003,0.0000,-22.2403,1.6345,-0.0000,0.0000,-0.0130,22.3013,0.0000,-20.5695,1.6351,-0.0000,2.0000,-0.0130,22.6296,1.6708
47.006,attack,0.050,2.1085,0.1054,0.0000,-22.2403,1.6345,-0.0000,0.0000,-0.0130,22.3013,0.0000,-20.3100,1.6383,-0.0000,2.0000,-0.0130,22.3711,1.9303
47.046,attack,0.050,1.9706,0.0985,0.0000,-21.4288,1.6332,-0.0000,0.0000,-0.0130,21.4920,0.0000,-20.3100,1.6383,-0.0000,2.0000,-0.0130,22.3711,1.1188
47.086,attack,0.050,1.9874,0.0994,0.0000,-21.4288,1.6332,-0.0000,0.0000,-0.0130,21.4920,0.0000,-20.3100,1.6383,-0.0000,2.0000,-0.0130,22.3711,1.1188
47.126,attack,0.050,1.9750,0.0988,0.0000,-21.4288,1.6332,-0.0000,0.0000,-0.0130,21.4920,0.0000,-20.5698,1.6306,-0.0000,2.0000,-0.0130,22.6296,0.8590
47.166,attack,0.050,2.0396,0.1020,0.0000,-22.2155,1.6219,-0.0000,0.0000,-0.0130,22.2756,0.0000,-20.5698,1.6306,-0.0000,2.0000,-0.0130,22.6296,1.6457
47.207,attack,0.050,1.9746,0.0987,0.0000,-22.2155,1.6219,-0.0000,0.0000,-0.0130,22.2756,0.0000,-20.3149,1.6204,-0.0000,2.0000,-0.0130,22.3745,1.9007
47.246,attack,0.050,1.9958,0.0998,0.0000,-21.4465,1.6230,-0.0000,0.0000,-0.0130,21.5088,0.0000,-20.3149,1.6204,-0.0000,2.0000,-0.0130,22.3745,1.1317
47.286,attack,0.050,1.9564,0.0978,0.0000,-21.4465,1.6230,-0.0000,0.0000,-0.0130,21.5088,0.0000,-20.3149,1.6204,-0.0000,2.0000,-0.0130,22.3745,1.1317
47.326,attack,0.050,1.9972,0.0999,0.0000,-22.2241,1.6339,-0.0000,0.0000,-0.0130,22.2850,0.0000,-20.6436,1.6175,-0.0000,2.0000,-0.0130,22.7023,1.5805
47.366,attack,0.050,2.0155,0.1008,0.0000,-22.2241,1.6339,-0.0000,0.0000,-0.0130,22.2850,0.0000,-20.6436,1.6175,-0.0000,2.0000,-0.0130,22.7023,1.5805
47.406,attack,0.050,1.9626,0.0981,0.0000,-22.2241,1.6339,-0.0000,0.0000,-0.0130,22.2850,0.0000,-20.2573,1.6240,-0.0000,2.0000,-0.0130,22.3174,1.9668
47.446,attack,0.050,2.0420,0.1021,0.0000,-21.3891,1.6239,-0.0000,0.0000,-0.0130,21.4517,0.0000,-20.2573,1.6240,-0.0000,2.0000,-0.0130,22.3174,1.1318
47.486,attack,0.050,2.0161,0.1008,0.0000,-21.3891,1.6239,-0.0000,0.0000,-0.0130,21.4517,0.0000,-20.2573,1.6240,-0.0000,2.0000,-0.0130,22.3174,1.1318
47.526,attack,0.050,1.9408,0.0970,0.0000,-22.2041,1.6267,-0.0000,0.0000,-0.0130,22.2645,0.0000,-20.6038,1.6141,-0.0000,2.0000,-0.0130,22.6622,1.6003
47.568,attack,0.050,2.0299,0.1015,0.0000,-22.2041,1.6267,-0.0000,0.0000,-0.0130,22.2645,0.0000,-20.6038,1.6141,-0.0000,2.0000,-0.0130,22.6622,1.6003
47.606,attack,0.050,1.9313,0.0966,0.0000,-22.2041,1.6267,-0.0000,0.0000,-0.0130,22.2645,0.0000,-20.2951,1.6276,-0.0000,2.0000,-0.0130,22.3554,1.9090
47.646,attack,0.050,2.0263,0.1013,0.0000,-21.3847,1.6316,-0.0000,0.0000,-0.0130,21.4478,0.0000,-20.2951,1.6276,-0.0000,2.0000,-0.0130,22.3554,1.0896
47.686,attack,0.050,1.9342,0.0967,0.0000,-21.3847,1.6316,-0.0000,0.0000,-0.0130,21.4478,0.0000,-20.2951,1.6276,-0.0000,2.0000,-0.0130,22.3554,1.0896
47.726,attack,0.050,1.9991,0.1000,0.0000,-22.2287,1.6231,-0.0000,0.0000,-0.0130,22.2888,0.0000,-20.5805,1.6270,-0.0000,2.0000,-0.0130,22.6400,1.6481
47.766,attack,0.050,2.0606,0.1030,0.0000,-22.2287,1.6231,-0.0000,0.0000,-0.0130,22.2888,0.0000,-20.5805,1.6270,-0.0000,2.0000,-0.0130,22.6400,1.6481
47.806,attack,0.050,1.9391,0.0970,0.0000,-22.2287,1.6231,-0.0000,0.0000,-0.0130,22.2888,0.0000,-20.3632,1.6195,-0.0000,2.0000,-0.0130,22.4227,1.8655
47.846,attack,0.050,1.9870,0.0994,0.0000,-21.4180,1.6220,-0.0000,0.0000,-0.0130,21.4803,0.0000,-20.3632,1.6195,-0.0000,2.0000,-0.0130,22.4227,1.0548
47.887,attack,0.050,1.9993,0.1000,0.0000,-21.4180,1.6220,-0.0000,0.0000,-0.0130,21.4803,0.0000,-20.3632,1.6195,-0.0000,2.0000,-0.0130,22.4227,1.0548
47.926,attack,0.050,2.0174,0.1009,0.0000,-22.3326,1.6253,-0.0000,0.0000,-0.0130,22.3926,0.0000,-20.6370,1.6255,-0.0000,2.0000,-0.0130,22.6962,1.6956
47.967,attack,0.050,1.9777,0.0989,0.0000,-22.3326,1.6253,-0.0000,0.0000,-0.0130,22.3926,0.0000,-20.6370,1.6255,-0.0000,2.0000,-0.0130,22.6962,1.6956
48.006,attack,0.050,2.0130,0.1006,0.0000,-22.3326,1.6253,-0.0000,0.0000,-0.0130,22.3926,0.0000,-20.4378,1.6294,-0.0000,2.0000,-0.0130,22.4979,1.8947
48.046,attack,0.050,2.0139,0.1007,0.0000,-21.5852,1.6271,-0.0000,0.0000,-0.0130,21.6474,0.0000,-20.4378,1.6294,-0.0000,2.0000,-0.0130,22.4979,1.1474
48.086,attack,0.050,2.0954,0.1048,0.0000,-21.5852,1.6271,-0.0000,0.0000,-0.0130,21.6474,0.0000,-20.4378,1.6294,-0.0000,2.0000,-0.0130,22.4979,1.1474
48.126,attack,0.050,1.9625,0.0981,0.0000,-22.3328,1.6397,-0.0000,0.0000,-0.0130,22.3939,0.0000,-20.7278,1.6318,-0.0000,2.0000,-0.0130,22.7872,1.6050
48.167,attack,0.050,2.0533,0.1027,0.0000,-22.3328,1.6397,-0.0000,0.0000,-0.0130,22.3939,0.0000,-20.7278,1.6318,-0.0000,2.0000,-0.0130,22.7872,1.6050
48.206,attack,0.050,2.0501,0.1025,0.0000,-22.3328,1.6397,-0.0000,0.0000,-0.0130,22.3939,0.0000,-20.4620,1.6613,-0.0000,2.0000,-0.0130,22.5243,1.8710
48.246,attack,0.050,1.9940,0.0997,0.0000,-21.5704,1.6451,-0.0000,0.0000,-0.0130,21.6340,0.0000,-20.4620,1.6613,-0.0000,2.0000,-0.0130,22.5243,1.1085
48.286,attack,0.050,2.0732,0.1037,0.0000,-21.5704,1.6451,-0.0000,0.0000,-0.0130,21.6340,0.0000,-20.4620,1.6613,-0.0000,2.0000,-0.0130,22.5243,1.1085
48.326,attack,0.050,2.0267,0.1013,0.0000,-22.4181,1.6375,-0.0000,0.0000,-0.0130,22.4788,0.0000,-20.7589,1.6486,-0.0000,2.0000,-0.0130,22.8195,1.6592
48.366,attack,0.050,2.0127,0.1006,0.0000,-22.4181,1.6375,-0.0000,0.0000,-0.0130,22.4788,0.0000,-20.7589,1.6486,-0.0000,2.0000,-0.0130,22.8195,1.6592
48.407,attack,0.050,1.9080,0.0954,0.0000,-22.4181,1.6375,-0.0000,0.0000,-0.0130,22.4788,0.0000,-20.5227,1.6414,-0.0000,2.0000,-0.0130,22.5834,1.8955
48.446,attack,0.050,2.0897,0.1045,0.0000,-21.6336,1.6436,-0.0000,0.0000,-0.0130,21.6969,0.0000,-20.5227,1.6414,-0.0000,2.0000,-0.0130,22.5834,1.1109
48.486,attack,0.050,2.0682,0.1034,0.0000,-21.6336,1.6436,-0.0000,0.0000,-0.0130,21.6969,0.0000,-20.5227,1.6414,-0.0000,2.0000,-0.0130,22.5834,1.1109
48.527,attack,0.050,1.9945,0.0997,0.0000,-22.4126,1.6398,-0.0000,0.0000,-0.0130,22.4735,0.0000,-20.7554,1.6335,-0.0000,2.0000,-0.0130,22.8149,1.6572
48.566,attack,0.050,2.0139,0.1007,0.0000,-22.4126,1.6398,-0.0000,0.0000,-0.0130,22.4735,0.0000,-20.7554,1.6335,-0.0000,2.0000,-0.0130,22.8149,1.6572
48.606,attack,0.050,1.9705,0.0985,0.0000,-22.4126,1.6398,-0.0000,0.0000,-0.0130,22.4735,0.0000,-20.4755,1.6474,-0.0000,2.0000,-0.0130,22.5368,1.9371
48.646,attack,0.050,2.0223,0.1011,0.0000,-21.6316,1.6408,-0.0000,0.0000,-0.0130,21.6947,0.0000,-20.4755,1.6474,-0.0000,2.0000,-0.0130,22.5368,1.1561
48.686,attack,0.050,2.0503,0.1025,0.0000,-21.6316,1.6408,-0.0000,0.0000,-0.0130,21.6947,0.0000,-20.4755,1.6474,-0.0000,2.0000,-0.0130,22.5368,1.1561
48.726,attack,0.050,2.0448,0.1022,0.0000,-22.4385,1.6600,-0.0000,0.0000,-0.0130,22.5008,0.0000,-20.8121,1.6473,-0.0000,2.0000,-0.0130,22.8725,1.6264
48.766,attack,0.050,2.0353,0.1018,0.0000,-22.4385,1.6600,-0.0000,0.0000,-0.0130,22.5008,0.0000,-20.8121,1.6473,-0.0000,2.0000,-0.0130,22.8725,1.6264
48.807,attack,0.050,1.9313,0.0966,0.0000,-22.4385,1.6600,-0.0000,0.0000,-0.0130,22.5008,0.0000,-20.5654,1.6611,-0.0000,2.0000,-0.0130,22.6274,1.8732
48.846,attack,0.050,1.9890,0.0994,0.0000,-21.6539,1.6545,-0.0000,0.0000,-0.0130,21.7180,0.0000,-20.5654,1.6611,-0.0000,2.0000,-0.0130,22.6274,1.0886
48.886,attack,0.050,1.9779,0.0989,0.0000,-21.6539,1.6545,-0.0000,0.0000,-0.0130,21.7180,0.0000,-20.5654,1.6611,-0.0000,2.0000,-0.0130,22.6274,1.0886
48.926,attack,0.050,1.9971,0.0999,0.0000,-22.4831,1.6684,-0.0000,0.0000,-0.0130,22.5459,0.0000,-20.8592,1.6531,-0.0000,2.0000,-0.0130,22.9198,1.6240
48.966,attack,0.050,2.0107,0.1005,0.0000,-22.4831,1.6684,-0.0000,0.0000,-0.0130,22.5459,0.0000,-20.8592,1.6531,-0.0000,2.0000,-0.0130,22.9198,1.6240
49.007,attack,0.050,2.0414,0.1021,0.0000,-22.4831,1.6684,-0.0000,0.0000,-0.0130,22.5459,0.0000,-20.5484,1.6579,-0.0000,2.0000,-0.0130,22.6102,1.9348
49.046,attack,0.050,1.9552,0.0978,0.0000,-21.6727,1.6547,-0.0000,0.0000,-0.0130,21.7368,0.0000,-20.5484,1.6579,-0.0000,2.0000,-0.0130,22.6102,1.1243
49.086,attack,0.050,1.9342,0.0967,0.0000,-21.6727,1.6547,-0.0000,0.0000,-0.0130,21.7368,0.0000,-20.5484,1.6579,-0.0000,2.0000,-0.0130,22.6102,1.1243
49.126,attack,0.050,1.9912,0.0996,0.0000,-22.5001,1.6704,-0.0000,0.0000,-0.0130,22.5630,0.0000,-20.8841,1.6584,-0.0000,2.0000,-0.0130,22.9451,1.6160
49.166,attack,0.050,1.9988,0.0999,0.0000,-22.5001,1.6704,-0.0000,0.0000,-0.0130,22.5630,0.0000,-20.8841,1.6584,-0.0000,2.0000,-0.0130,22.9451,1.6160
49.206,attack,0.050,2.0168,0.1008,0.0000,-22.5001,1.6704,-0.0000,0.0000,-0.0130,22.5630,0.0000,-20.6044,1.6815,-0.0000,2.0000,-0.0130,22.6679,1.8957
49.246,attack,0.050,2.0223,0.1011,0.0000,-21.7030,1.6736,-0.0000,0.0000,-0.0130,21.7684,0.0000,-20.6044,1.6815,-0.0000,2.0000,-0.0130,22.6679,1.0986
49.287,attack,0.050,2.0028,0.1001,0.0000,-21.7030,1.6736,-0.0000,0.0000,-0.0130,21.7684,0.0000,-20.6044,1.6815,-0.0000,2.0000,-0.0130,22.6679,1.0986
49.326,attack,0.050,1.9787,0.0989,0.0000,-22.5522,1.6805,-0.0000,0.0000,-0.0130,22.6157,0.0000,-20.9190,1.6755,-0.0000,2.0000,-0.0130,22.9811,1.6332
49.366,attack,0.050,2.0204,0.1010,0.0000,-22.5522,1.6805,-0.0000,0.0000,-0.0130,22.6157,0.0000,-20.9190,1.6755,-0.0000,2.0000,-0.0130,22.9811,1.6332
49.406,attack,0.050,1.9655,0.0983,0.0000,-22.5522,1.6805,-0.0000,0.0000,-0.0130,22.6157,0.0000,-20.6286,1.6733,-0.0000,2.0000,-0.0130,22.6914,1.9236
49.447,attack,0.050,2.0635,0.1032,0.0000,-21.6913,1.6843,-0.0000,0.0000,-0.0130,21.7576,0.0000,-20.6286,1.6733,-0.0000,2.0000,-0.0130,22.6914,1.0627
49.486,attack,0.050,2.0244,0.1012,0.0000,-21.6913,1.6843,-0.0000,0.0000,-0.0130,21.7576,0.0000,-20.6286,1.6733,-0.0000,2.0000,-0.0130,22.6914,1.0627
49.526,attack,0.050,1.9968,0.0998,0.0000,-22.5031,1.6932,-0.0000,0.0000,-0.0130,22.5677,0.0000,-20.8912,1.6849,-0.0000,2.0000,-0.0130,22.9541,1.6119
49.566,attack,0.050,2.0221,0.1011,0.0000,-22.5031,1.6932,-0.0000,0.0000,-0.0130,22.5677,0.0000,-20.8912,1.6849,-0.0000,2.0000,-0.0130,22.9541,1.6119
49.606,attack,0.050,2.0059,0.1003,0.0000,-22.5031,1.6932,-0.0000,0.0000,-0.0130,22.5677,0.0000,-20.6268,1.6851,-0.0000,2.0000,-0.0130,22.6904,1.8763
49.646,attack,0.050,2.0745,0.1037,0.0000,-21.7182,1.6765,-0.0000,0.0000,-0.0130,21.7838,0.0000,-20.6268,1.6851,-0.0000,2.0000,-0.0130,22.6904,1.0914
49.686,attack,0.050,1.9450,0.0973,0.0000,-21.7182,1.6765,-0.0000,0.0000,-0.0130,21.7838,0.0000,-20.6268,1.6851,-0.0000,2.0000,-0.0130,22.6904,1.0914
49.726,attack,0.050,1.9824,0.0991,0.0000,-22.4762,1.6739,-0.0000,0.0000,-0.0130,22.5394,0.0000,-20.8425,1.6814,-0.0000,2.0000,-0.0130,22.9053,1.6337
49.766,attack,0.050,1.9993,0.1000,0.0000,-22.4762,1.6739,-0.0000,0.0000,-0.0130,22.5394,0.0000,-20.8425,1.6814,-0.0000,2.0000,-0.0130,22.9053,1.6337
49.807,attack,0.050,2.0061,0.1003,0.0000,-22.4762,1.6739,-0.0000,0.0000,-0.0130,22.5394,0.0000,-20.5766,1.6697,-0.0000,2.0000,-0.0130,22.6392,1.8997
49.846,attack,0.050,1.9265,0.0963,0.0000,-21.6768,1.6704,-0.0000,0.0000,-0.0130,21.7421,0.0000,-20.5766,1.6697,-0.0000,2.0000,-0.0130,22.6392,1.1003
49.886,attack,0.050,1.9863,0.0993,0.0000,-21.6768,1.6704,-0.0000,0.0000,-0.0130,21.7421,0.0000,-20.5766,1.6697,-0.0000,2.0000,-0.0130,22.6392,1.1003
49.926,attack,0.050,2.0021,0.1001,0.0000,-22.5116,1.6711,-0.0000,0.0000,-0.0130,22.5745,0.0000,-20.8539,1.6690,-0.0000,2.0000,-0.0130,22.9157,1.6577
49.966,attack,0.050,2.0702,0.1035,0.0000,-22.5116,1.6711,-0.0000,0.0000,-0.0130,22.5745,0.0000,-20.8539,1.6690,-0.0000,2.0000,-0.0130,22.9157,1.6577
50.006,attack,0.050,1.9914,0.0996,0.0000,-22.5116,1.6711,-0.0000,0.0000,-0.0130,22.5745,0.0000,-20.5504,1.6542,-0.0000,2.0000,-0.0130,22.6119,1.9613
50.046,attack,0.050,1.9442,0.0972,0.0000,-21.6318,1.6633,-0.0000,0.0000,-0.0130,21.6967,0.0000,-20.5504,1.6542,-0.0000,2.0000,-0.0130,22.6119,1.0815
50.086,attack,0.050,2.0118,0.1006,0.0000,-21.6318,1.6633,-0.0000,0.0000,-0.0130,21.6967,0.0000,-20.5504,1.6542,-0.0000,2.0000,-0.0130,22.6119,1.0815
50.126,attack,0.050,2.0083,0.1004,0.0000,-22.4034,1.6707,-0.0000,0.0000,-0.0130,22.4666,0.0000,-20.7885,1.6602,-0.0000,2.0000,-0.0130,22.8498,1.6150
50.166,attack,0.050,1.9847,0.0992,0.0000,-22.4034,1.6707,-0.0000,0.0000,-0.0130,22.4666,0.0000,-20.7885,1.6602,-0.0000,2.0000,-0.0130,22.8498,1.6150
50.207,attack,0.050,1.9429,0.0971,0.0000,-22.4034,1.6707,-0.0000,0.0000,-0.0130,22.4666,0.0000,-20.4968,1.6659,-0.0000,2.0000,-0.0130,22.5593,1.9067
50.247,attack,0.050,1.8786,0.0939,0.0000,-21.5857,1.6694,-0.0000,0.0000,-0.0130,21.6511,0.0000,-20.4968,1.6659,-0.0000,2.0000,-0.0130,22.5593,1.0889
50.286,attack,0.050,1.9546,0.0977,0.0000,-21.5857,1.6694,-0.0000,0.0000,-0.0130,21.6511,0.0000,-20.4968,1.6659,-0.0000,2.0000,-0.0130,22.5593,1.0889
50.326,attack,0.050,1.9496,0.0975,0.0000,-22.3995,1.6595,-0.0000,0.0000,-0.0130,22.4619,0.0000,-20.8011,1.6618,-0.0000,2.0000,-0.0130,22.8625,1.5984
50.367,attack,0.050,2.0091,0.1005,0.0000,-22.3995,1.6595,-0.0000,0.0000,-0.0130,22.4619,0.0000,-20.8011,1.6618,-0.0000,2.0000,-0.0130,22.8625,1.5984
50.406,attack,0.050,2.0528,0.1026,0.0000,-22.3995,1.6595,-0.0000,0.0000,-0.0130,22.4619,0.0000,-20.5272,1.6556,-0.0000,2.0000,-0.0130,22.5890,1.8723
50.446,attack,0.050,2.0264,0.1013,0.0000,-21.6385,1.6635,-0.0000,0.0000,-0.0130,21.7033,0.0000,-20.5272,1.6556,-0.0000,2.0000,-0.0130,22.5890,1.1113
50.486,attack,0.050,2.0457,0.1023,0.0000,-21.6385,1.6635,-0.0000,0.0000,-0.0130,21.7033,0.0000,-20.5272,1.6556,-0.0000,2.0000,-0.0130,22.5890,1.1113
50.526,attack,0.050,1.9432,0.0972,0.0000,-21.6385,1.6635,-0.0000,0.0000,-0.0130,21.7033,0.0000,-20.7767,1.6593,-0.0000,2.0000,-0.0130,22.8380,0.8618
50.566,attack,0.050,1.9866,0.0993,0.0000,-22.3882,1.6637,-0.0000,0.0000,-0.0130,22.4509,0.0000,-20.7767,1.6593,-0.0000,2.0000,-0.0130,22.8380,1.6115
50.606,attack,0.050,1.8833,0.0942,0.0000,-22.3882,1.6637,-0.0000,0.0000,-0.0130,22.4509,0.0000,-20.4692,1.6648,-0.0000,2.0000,-0.0130,22.5318,1.9189
50.646,attack,0.050,1.9240,0.0962,0.0000,-21.5564,1.6652,-0.0000,0.0000,-0.0130,21.6216,0.0000,-20.4692,1.6648,-0.0000,2.0000,-0.0130,22.5318,1.0872
50.686,attack,0.050,1.9384,0.0969,0.0000,-21.5564,1.6652,-0.0000,0.0000,-0.0130,21.6216,0.0000,-20.4692,1.6648,-0.0000,2.0000,-0.0130,22.5318,1.0872
50.726,attack,0.050,1.9890,0.0995,0.0000,-22.3563,1.6685,-0.0000,0.0000,-0.0130,22.4195,0.0000,-20.7505,1.6637,-0.0000,2.0000,-0.0130,22.8122,1.6058
50.766,attack,0.050,1.9901,0.0995,0.0000,-22.3563,1.6685,-0.0000,0.0000,-0.0130,22.4195,0.0000,-20.7505,1.6637,-0.0000,2.0000,-0.0130,22.8122,1.6058
50.806,attack,0.050,2.0716,0.1036,0.0000,-22.3563,1.6685,-0.0000,0.0000,-0.0130,22.4195,0.0000,-20.5031,1.6599,-0.0000,2.0000,-0.0130,22.5652,1.8532
50.846,attack,0.050,2.0732,0.1037,0.0000,-21.6636,1.6610,-0.0000,0.0000,-0.0130,21.7282,0.0000,-20.5031,1.6599,-0.0000,2.0000,-0.0130,22.5652,1.1605
50.887,attack,0.050,2.0477,0.1024,0.0000,-21.6636,1.6610,-0.0000,0.0000,-0.0130,21.7282,0.0000,-20.5031,1.6599,-0.0000,2.0000,-0.0130,22.5652,1.1605
50.926,attack,0.050,2.0232,0.1012,0.0000,-22.4213,1.6577,-0.0000,0.0000,-0.0130,22.4834,0.0000,-20.7899,1.6609,-0.0000,2.0000,-0.0130,22.8513,1.6314
50.966,attack,0.050,1.9874,0.0994,0.0000,-22.4213,1.6577,-0.0000,0.0000,-0.0130,22.4834,0.0000,-20.7899,1.6609,-0.0000,2.0000,-0.0130,22.8513,1.6314
51.006,attack,0.050,2.0476,0.1024,0.0000,-22.4213,1.6577,-0.0000,0.0000,-0.0130,22.4834,0.0000,-20.5563,1.6498,-0.0000,2.0000,-0.0130,22.6175,1.8649
51.046,attack,0.050,1.9658,0.0983,0.0000,-21.6189,1.6516,-0.0000,0.0000,-0.0130,21.6829,0.0000,-20.5563,1.6498,-0.0000,2.0000,-0.0130,22.6175,1.0626
51.086,attack,0.050,1.9915,0.0996,0.0000,-21.6189,1.6516,-0.0000,0.0000,-0.0130,21.6829,0.0000,-20.5563,1.6498,-0.0000,2.0000,-0.0130,22.6175,1.0626
51.126,attack,0.050,1.9180,0.0959,0.0000,-22.3768,1.6456,-0.0000,0.0000,-0.0130,22.4382,0.0000,-20.7792,1.6421,-0.0000,2.0000,-0.0130,22.8392,1.5976
51.166,attack,0.050,1.9134,0.0957,0.0000,-22.3768,1.6456,-0.0000,0.0000,-0.0130,22.4382,0.0000,-20.7792,1.6421,-0.0000,2.0000,-0.0130,22.8392,1.5976
