t_s,phase,mode,msg_age_s,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m
7.765,warmup,delayed,0.000,0.0000,-8.2664,1.1949,-0.0000,0.0000,-0.0130,8.3542,0.0000,-6.3158,1.1990,-0.0000,2.0000,-0.0130,8.4037
7.805,warmup,delayed,0.000,0.0000,-8.2664,1.1949,-0.0000,0.0000,-0.0130,8.3542,0.0000,-6.3158,1.1990,-0.0000,2.0000,-0.0130,8.4037
7.845,warmup,delayed,0.000,0.0000,-8.3147,1.1864,-0.0000,0.0000,-0.0130,8.4007,0.0000,-6.3462,1.1848,-0.0000,2.0000,-0.0130,8.4317
7.885,warmup,delayed,0.000,0.0000,-8.3147,1.1864,-0.0000,0.0000,-0.0130,8.4007,0.0000,-6.3462,1.1848,-0.0000,2.0000,-0.0130,8.4317
7.926,warmup,delayed,0.000,0.0000,-8.3147,1.1864,-0.0000,0.0000,-0.0130,8.4007,0.0000,-6.2649,1.1857,-0.0000,2.0000,-0.0130,8.3514
7.965,warmup,delayed,0.000,0.0000,-8.2916,1.2040,-0.0000,0.0000,-0.0130,8.3805,0.0000,-6.2649,1.1857,-0.0000,2.0000,-0.0130,8.3514
8.005,warmup,delayed,0.000,0.0000,-8.2916,1.2040,-0.0000,0.0000,-0.0130,8.3805,0.0000,-6.2649,1.1857,-0.0000,2.0000,-0.0130,8.3514
8.045,warmup,delayed,0.000,0.0000,-8.2817,1.1975,-0.0000,0.0000,-0.0130,8.3697,0.0000,-6.2428,1.2006,-0.0000,2.0000,-0.0130,8.3317
8.085,warmup,delayed,0.000,0.0000,-8.2817,1.1975,-0.0000,0.0000,-0.0130,8.3697,0.0000,-6.2428,1.2006,-0.0000,2.0000,-0.0130,8.3317
8.125,warmup,delayed,0.000,0.0000,-8.2817,1.1975,-0.0000,0.0000,-0.0130,8.3697,0.0000,-6.2766,1.2058,-0.0000,2.0000,-0.0130,8.3659
8.165,warmup,delayed,0.000,0.0000,-8.2660,1.2059,-0.0000,0.0000,-0.0130,8.3554,0.0000,-6.2766,1.2058,-0.0000,2.0000,-0.0130,8.3659
8.205,warmup,delayed,0.000,0.0000,-8.2660,1.2059,-0.0000,0.0000,-0.0130,8.3554,0.0000,-6.2766,1.2058,-0.0000,2.0000,-0.0130,8.3659
8.245,warmup,delayed,0.000,0.0000,-8.3276,1.2035,-0.0000,0.0000,-0.0130,8.4160,0.0000,-6.3263,1.2117,-0.0000,2.0000,-0.0130,8.4159
8.285,warmup,delayed,0.000,0.0000,-8.3276,1.2035,-0.0000,0.0000,-0.0130,8.4160,0.0000,-6.3263,1.2117,-0.0000,2.0000,-0.0130,8.4159
8.325,warmup,delayed,0.000,0.0000,-8.3276,1.2035,-0.0000,0.0000,-0.0130,8.4160,0.0000,-6.3140,1.1971,-0.0000,2.0000,-0.0130,8.4016
8.366,warmup,delayed,0.000,0.0000,-8.3406,1.1895,-0.0000,0.0000,-0.0130,8.4269,0.0000,-6.3140,1.1971,-0.0000,2.0000,-0.0130,8.4016
8.405,warmup,delayed,0.000,0.0000,-8.3406,1.1895,-0.0000,0.0000,-0.0130,8.4269,0.0000,-6.3140,1.1971,-0.0000,2.0000,-0.0130,8.4016
8.445,warmup,delayed,0.000,0.0000,-8.3630,1.1826,-0.0000,0.0000,-0.0130,8.4481,0.0000,-6.3535,1.1867,-0.0000,2.0000,-0.0130,8.4392
8.485,warmup,delayed,0.000,0.0000,-8.3630,1.1826,-0.0000,0.0000,-0.0130,8.4481,0.0000,-6.3535,1.1867,-0.0000,2.0000,-0.0130,8.4392
8.525,warmup,delayed,0.000,0.0000,-8.3630,1.1826,-0.0000,0.0000,-0.0130,8.4481,0.0000,-6.3959,1.1783,-0.0000,2.0000,-0.0130,8.4800
8.566,warmup,delayed,0.000,0.0000,-8.4048,1.1717,-0.0000,0.0000,-0.0130,8.4879,0.0000,-6.3959,1.1783,-0.0000,2.0000,-0.0130,8.4800
8.605,warmup,delayed,0.000,0.0000,-8.4048,1.1717,-0.0000,0.0000,-0.0130,8.4879,0.0000,-6.3959,1.1783,-0.0000,2.0000,-0.0130,8.4800
8.645,warmup,delayed,0.000,0.0000,-8.4722,1.1684,-0.0000,0.0000,-0.0130,8.5542,0.0000,-6.4361,1.1628,-0.0000,2.0000,-0.0130,8.5176
8.685,warmup,delayed,0.000,0.0000,-8.4722,1.1684,-0.0000,0.0000,-0.0130,8.5542,0.0000,-6.4361,1.1628,-0.0000,2.0000,-0.0130,8.5176
8.725,warmup,delayed,0.000,0.0000,-8.4722,1.1684,-0.0000,0.0000,-0.0130,8.5542,0.0000,-6.4753,1.1676,-0.0000,2.0000,-0.0130,8.5572
8.765,warmup,delayed,0.000,0.0000,-8.4742,1.1602,-0.0000,0.0000,-0.0130,8.5550,0.0000,-6.4753,1.1676,-0.0000,2.0000,-0.0130,8.5572
8.805,warmup,delayed,0.000,0.0000,-8.4742,1.1602,-0.0000,0.0000,-0.0130,8.5550,0.0000,-6.4753,1.1676,-0.0000,2.0000,-0.0130,8.5572
8.847,warmup,delayed,0.000,0.0000,-8.5403,1.1502,-0.0000,0.0000,-0.0130,8.6192,0.0000,-6.5678,1.1488,-0.0000,2.0000,-0.0130,8.6462
8.885,warmup,delayed,0.000,0.0000,-8.5403,1.1502,-0.0000,0.0000,-0.0130,8.6192,0.0000,-6.5678,1.1488,-0.0000,2.0000,-0.0130,8.6462
8.926,warmup,delayed,0.000,0.0000,-8.5403,1.1502,-0.0000,0.0000,-0.0130,8.6192,0.0000,-6.5301,1.1448,-0.0000,2.0000,-0.0130,8.6083
8.966,warmup,delayed,0.000,0.0000,-8.5655,1.1452,-0.0000,0.0000,-0.0130,8.6434,0.0000,-6.5301,1.1448,-0.0000,2.0000,-0.0130,8.6083
9.005,warmup,delayed,0.000,0.0000,-8.5655,1.1452,-0.0000,0.0000,-0.0130,8.6434,0.0000,-6.5301,1.1448,-0.0000,2.0000,-0.0130,8.6083
9.045,warmup,delayed,0.000,0.0000,-8.5977,1.1509,-0.0000,0.0000,-0.0130,8.6762,0.0000,-6.5590,1.1382,-0.0000,2.0000,-0.0130,8.6360
9.085,warmup,delayed,0.000,0.0000,-8.5977,1.1509,-0.0000,0.0000,-0.0130,8.6762,0.0000,-6.5590,1.1382,-0.0000,2.0000,-0.0130,8.6360
9.126,warmup,delayed,0.000,0.0000,-8.5977,1.1509,-0.0000,0.0000,-0.0130,8.6762,0.0000,-6.5453,1.1556,-0.0000,2.0000,-0.0130,8.6248
9.165,warmup,delayed,0.000,0.0000,-8.5473,1.1473,-0.0000,0.0000,-0.0130,8.6257,0.0000,-6.5453,1.1556,-0.0000,2.0000,-0.0130,8.6248
9.205,warmup,delayed,0.000,0.0000,-8.5473,1.1473,-0.0000,0.0000,-0.0130,8.6257,0.0000,-6.5453,1.1556,-0.0000,2.0000,-0.0130,8.6248
9.245,warmup,delayed,0.000,0.0000,-8.5866,1.1476,-0.0000,0.0000,-0.0130,8.6647,0.0000,-6.5462,1.1560,-0.0000,2.0000,-0.0130,8.6258
9.285,warmup,delayed,0.000,0.0000,-8.5866,1.1476,-0.0000,0.0000,-0.0130,8.6647,0.0000,-6.5462,1.1560,-0.0000,2.0000,-0.0130,8.6258
9.326,warmup,delayed,0.000,0.0000,-8.5866,1.1476,-0.0000,0.0000,-0.0130,8.6647,0.0000,-6.5457,1.1323,-0.0000,2.0000,-0.0130,8.6221
9.365,warmup,delayed,0.000,0.0000,-8.5470,1.1391,-0.0000,0.0000,-0.0130,8.6243,0.0000,-6.5457,1.1323,-0.0000,2.0000,-0.0130,8.6221
9.405,warmup,delayed,0.000,0.0000,-8.5470,1.1391,-0.0000,0.0000,-0.0130,8.6243,0.0000,-6.5457,1.1323,-0.0000,2.0000,-0.0130,8.6221
9.445,warmup,delayed,0.000,0.0000,-8.4962,1.1461,-0.0000,0.0000,-0.0130,8.5749,0.0000,-6.5212,1.1243,-0.0000,2.0000,-0.0130,8.5968
9.486,warmup,delayed,0.000,0.0000,-8.4962,1.1461,-0.0000,0.0000,-0.0130,8.5749,0.0000,-6.5212,1.1243,-0.0000,2.0000,-0.0130,8.5968
9.525,warmup,delayed,0.000,0.0000,-8.4962,1.1461,-0.0000,0.0000,-0.0130,8.5749,0.0000,-6.5264,1.1292,-0.0000,2.0000,-0.0130,8.6026
9.565,warmup,delayed,0.000,0.0000,-8.4836,1.1311,-0.0000,0.0000,-0.0130,8.5604,0.0000,-6.5264,1.1292,-0.0000,2.0000,-0.0130,8.6026
9.606,warmup,delayed,0.000,0.0000,-8.4836,1.1311,-0.0000,0.0000,-0.0130,8.5604,0.0000,-6.5264,1.1292,-0.0000,2.0000,-0.0130,8.6026
9.645,warmup,delayed,0.000,0.0000,-8.4603,1.1317,-0.0000,0.0000,-0.0130,8.5374,0.0000,-6.4669,1.1424,-0.0000,2.0000,-0.0130,8.5454
9.685,warmup,delayed,0.000,0.0000,-8.4603,1.1317,-0.0000,0.0000,-0.0130,8.5374,0.0000,-6.4669,1.1424,-0.0000,2.0000,-0.0130,8.5454
9.725,warmup,delayed,0.000,0.0000,-8.4603,1.1317,-0.0000,0.0000,-0.0130,8.5374,0.0000,-6.4941,1.1531,-0.0000,2.0000,-0.0130,8.5738
9.766,warmup,delayed,0.000,0.0000,-8.4463,1.1556,-0.0000,0.0000,-0.0130,8.5268,0.0000,-6.4941,1.1531,-0.0000,2.0000,-0.0130,8.5738
9.806,warmup,delayed,0.000,0.0000,-8.4463,1.1556,-0.0000,0.0000,-0.0130,8.5268,0.0000,-6.4941,1.1531,-0.0000,2.0000,-0.0130,8.5738
9.845,warmup,delayed,0.000,0.0000,-8.4619,1.1493,-0.0000,0.0000,-0.0130,8.5414,0.0000,-6.4582,1.1590,-0.0000,2.0000,-0.0130,8.5390
9.885,warmup,delayed,0.000,0.0000,-8.4619,1.1493,-0.0000,0.0000,-0.0130,8.5414,0.0000,-6.4582,1.1590,-0.0000,2.0000,-0.0130,8.5390
9.925,warmup,delayed,0.000,0.0000,-8.4619,1.1493,-0.0000,0.0000,-0.0130,8.5414,0.0000,-6.3846,1.1550,-0.0000,2.0000,-0.0130,8.4656
9.965,warmup,delayed,0.000,0.0000,-8.4059,1.1510,-0.0000,0.0000,-0.0130,8.4861,0.0000,-6.3846,1.1550,-0.0000,2.0000,-0.0130,8.4656
10.005,attack,delayed,5.002,0.0000,-8.4059,1.1510,-0.0000,0.0000,-0.0130,8.4861,0.0000,-6.3846,1.1550,-0.0000,2.0000,-0.0130,8.4656
10.046,attack,delayed,5.002,0.0000,-8.3463,1.1565,-0.0000,0.0000,-0.0130,8.4278,0.0000,-6.4085,1.1539,-0.0000,2.0000,-0.0130,8.4890
10.085,attack,delayed,5.001,0.0000,-8.3463,1.1565,-0.0000,0.0000,-0.0130,8.4278,0.0000,-6.4085,1.1539,-0.0000,2.0000,-0.0130,8.4890
10.125,attack,delayed,5.001,0.0000,-8.3463,1.1565,-0.0000,0.0000,-0.0130,8.4278,0.0000,-6.3693,1.1777,-0.0000,2.0000,-0.0130,8.4536
10.165,attack,delayed,5.002,0.0000,-8.4316,1.1787,-0.0000,0.0000,-0.0130,8.5154,0.0000,-6.3693,1.1777,-0.0000,2.0000,-0.0130,8.4536
10.205,attack,delayed,5.001,0.0000,-8.4316,1.1787,-0.0000,0.0000,-0.0130,8.5154,0.0000,-6.3693,1.1777,-0.0000,2.0000,-0.0130,8.4536
10.245,attack,delayed,5.001,0.0000,-8.4188,1.1572,-0.0000,0.0000,-0.0130,8.4998,0.0000,-6.4668,1.1635,-0.0000,2.0000,-0.0130,8.5481
10.285,attack,delayed,5.002,0.0000,-8.4188,1.1572,-0.0000,0.0000,-0.0130,8.4998,0.0000,-6.4668,1.1635,-0.0000,2.0000,-0.0130,8.5481
10.325,attack,delayed,5.002,0.0000,-8.4188,1.1572,-0.0000,0.0000,-0.0130,8.4998,0.0000,-6.4432,1.1822,-0.0000,2.0000,-0.0130,8.5274
10.366,attack,delayed,5.002,0.0000,-8.5086,1.1709,-0.0000,0.0000,-0.0130,8.5906,0.0000,-6.4432,1.1822,-0.0000,2.0000,-0.0130,8.5274
10.405,attack,delayed,5.002,0.0000,-8.5086,1.1709,-0.0000,0.0000,-0.0130,8.5906,0.0000,-6.4432,1.1822,-0.0000,2.0000,-0.0130,8.5274
10.445,attack,delayed,5.000,0.0000,-8.5550,1.1923,-0.0000,0.0000,-0.0130,8.6395,0.0000,-6.5773,1.1929,-0.0000,2.0000,-0.0130,8.6616
10.485,attack,delayed,5.002,0.0000,-8.5550,1.1923,-0.0000,0.0000,-0.0130,8.6395,0.0000,-6.5773,1.1929,-0.0000,2.0000,-0.0130,8.6616
10.525,attack,delayed,5.001,0.0000,-8.5550,1.1923,-0.0000,0.0000,-0.0130,8.6395,0.0000,-6.5681,1.1896,-0.0000,2.0000,-0.0130,8.6521
10.565,attack,delayed,5.001,0.0000,-8.5952,1.1838,-0.0000,0.0000,-0.0130,8.6781,0.0000,-6.5681,1.1896,-0.0000,2.0000,-0.0130,8.6521
10.606,attack,delayed,5.001,0.0000,-8.5952,1.1838,-0.0000,0.0000,-0.0130,8.6781,0.0000,-6.5681,1.1896,-0.0000,2.0000,-0.0130,8.6521
10.645,attack,delayed,5.001,0.0000,-8.5886,1.1953,-0.0000,0.0000,-0.0130,8.6732,0.0000,-6.5917,1.1899,-0.0000,2.0000,-0.0130,8.6755
10.685,attack,delayed,5.034,0.0000,-8.5886,1.1953,-0.0000,0.0000,-0.0130,8.6732,0.0000,-6.5917,1.1899,-0.0000,2.0000,-0.0130,8.6755
10.725,attack,delayed,5.001,0.0000,-8.5886,1.1953,-0.0000,0.0000,-0.0130,8.6732,0.0000,-6.5861,1.1902,-0.0000,2.0000,-0.0130,8.6700
10.765,attack,delayed,5.034,0.0000,-8.5750,1.1983,-0.0000,0.0000,-0.0130,8.6602,0.0000,-6.5861,1.1902,-0.0000,2.0000,-0.0130,8.6700
10.805,attack,delayed,5.003,0.0000,-8.5750,1.1983,-0.0000,0.0000,-0.0130,8.6602,0.0000,-6.5861,1.1902,-0.0000,2.0000,-0.0130,8.6700
10.845,attack,delayed,5.002,0.0000,-8.5818,1.2043,-0.0000,0.0000,-0.0130,8.6678,0.0000,-6.6003,1.2023,-0.0000,2.0000,-0.0130,8.6858
10.885,attack,delayed,5.002,0.0000,-8.5818,1.2043,-0.0000,0.0000,-0.0130,8.6678,0.0000,-6.6003,1.2023,-0.0000,2.0000,-0.0130,8.6858
10.925,attack,delayed,5.002,0.0000,-8.5818,1.2043,-0.0000,0.0000,-0.0130,8.6678,0.0000,-6.5597,1.2129,-0.0000,2.0000,-0.0130,8.6470
10.965,attack,delayed,5.001,0.0000,-8.5814,1.1925,-0.0000,0.0000,-0.0130,8.6657,0.0000,-6.5597,1.2129,-0.0000,2.0000,-0.0130,8.6470
11.005,attack,delayed,5.002,0.0000,-8.5814,1.1925,-0.0000,0.0000,-0.0130,8.6657,0.0000,-6.5597,1.2129,-0.0000,2.0000,-0.0130,8.6470
11.045,attack,delayed,5.001,0.0000,-8.6088,1.1876,-0.0000,0.0000,-0.0130,8.6921,0.0000,-6.6491,1.1832,-0.0000,2.0000,-0.0130,8.7314
11.085,attack,delayed,5.002,0.0000,-8.6088,1.1876,-0.0000,0.0000,-0.0130,8.6921,0.0000,-6.6491,1.1832,-0.0000,2.0000,-0.0130,8.7314
11.125,attack,delayed,5.002,0.0000,-8.6088,1.1876,-0.0000,0.0000,-0.0130,8.6921,0.0000,-6.6371,1.1963,-0.0000,2.0000,-0.0130,8.7213
11.165,attack,delayed,5.001,0.0000,-8.5960,1.1883,-0.0000,0.0000,-0.0130,8.6795,0.0000,-6.6371,1.1963,-0.0000,2.0000,-0.0130,8.7213
11.206,attack,delayed,5.002,0.0000,-8.5960,1.1883,-0.0000,0.0000,-0.0130,8.6795,0.0000,-6.6371,1.1963,-0.0000,2.0000,-0.0130,8.7213
11.245,attack,delayed,5.002,0.0000,-8.6740,1.2118,-0.0000,0.0000,-0.0130,8.7600,0.0000,-6.6265,1.1938,-0.0000,2.0000,-0.0130,8.7105
11.285,attack,delayed,5.001,0.0000,-8.6740,1.2118,-0.0000,0.0000,-0.0130,8.7600,0.0000,-6.6265,1.1938,-0.0000,2.0000,-0.0130,8.7105
11.325,attack,delayed,5.035,0.0000,-8.6740,1.2118,-0.0000,0.0000,-0.0130,8.7600,0.0000,-6.7141,1.1851,-0.0000,2.0000,-0.0130,8.7961
11.365,attack,delayed,5.002,0.0000,-8.6609,1.1855,-0.0000,0.0000,-0.0130,8.7434,0.0000,-6.7141,1.1851,-0.0000,2.0000,-0.0130,8.7961
11.405,attack,delayed,5.001,0.0000,-8.6609,1.1855,-0.0000,0.0000,-0.0130,8.7434,0.0000,-6.7141,1.1851,-0.0000,2.0000,-0.0130,8.7961
11.445,attack,delayed,5.001,0.0000,-8.7284,1.1922,-0.0000,0.0000,-0.0130,8.8112,0.0000,-6.7337,1.1904,-0.0000,2.0000,-0.0130,8.8162
11.485,attack,delayed,5.034,0.0000,-8.7284,1.1922,-0.0000,0.0000,-0.0130,8.8112,0.0000,-6.7337,1.1904,-0.0000,2.0000,-0.0130,8.8162
11.525,attack,delayed,5.002,0.0000,-8.7284,1.1922,-0.0000,0.0000,-0.0130,8.8112,0.0000,-6.7438,1.1986,-0.0000,2.0000,-0.0130,8.8273
11.565,attack,delayed,5.001,0.0000,-8.7636,1.1916,-0.0000,0.0000,-0.0130,8.8460,0.0000,-6.7438,1.1986,-0.0000,2.0000,-0.0130,8.8273
11.605,attack,delayed,5.002,0.0000,-8.7636,1.1916,-0.0000,0.0000,-0.0130,8.8460,0.0000,-6.7438,1.1986,-0.0000,2.0000,-0.0130,8.8273
11.645,attack,delayed,5.002,0.0000,-8.7280,1.1949,-0.0000,0.0000,-0.0130,8.8112,0.0000,-6.7406,1.2034,-0.0000,2.0000,-0.0130,8.8249
11.685,attack,delayed,5.002,0.0000,-8.7280,1.1949,-0.0000,0.0000,-0.0130,8.8112,0.0000,-6.7406,1.2034,-0.0000,2.0000,-0.0130,8.8249
11.726,attack,delayed,5.001,0.0000,-8.7280,1.1949,-0.0000,0.0000,-0.0130,8.8112,0.0000,-6.8230,1.2018,-0.0000,2.0000,-0.0130,8.9062
11.765,attack,delayed,5.001,0.0000,-8.8608,1.1902,-0.0000,0.0000,-0.0130,8.9421,0.0000,-6.8230,1.2018,-0.0000,2.0000,-0.0130,8.9062
11.806,attack,delayed,5.001,0.0000,-8.8608,1.1902,-0.0000,0.0000,-0.0130,8.9421,0.0000,-6.8230,1.2018,-0.0000,2.0000,-0.0130,8.9062
11.845,attack,delayed,5.001,0.0000,-8.8460,1.1984,-0.0000,0.0000,-0.0130,8.9286,0.0000,-6.8741,1.2119,-0.0000,2.0000,-0.0130,8.9582
11.885,attack,delayed,5.002,0.0000,-8.8460,1.1984,-0.0000,0.0000,-0.0130,8.9286,0.0000,-6.8741,1.2119,-0.0000,2.0000,-0.0130,8.9582
11.925,attack,delayed,5.003,0.0000,-8.8460,1.1984,-0.0000,0.0000,-0.0130,8.9286,0.0000,-6.8706,1.1899,-0.0000,2.0000,-0.0130,8.9517
11.965,attack,delayed,5.035,0.0000,-8.9141,1.1977,-0.0000,0.0000,-0.0130,8.9960,0.0000,-6.8706,1.1899,-0.0000,2.0000,-0.0130,8.9517
12.005,attack,delayed,5.002,0.0000,-8.9141,1.1977,-0.0000,0.0000,-0.0130,8.9960,0.0000,-6.8706,1.1899,-0.0000,2.0000,-0.0130,8.9517
12.045,attack,delayed,5.001,0.0000,-8.8647,1.1722,-0.0000,0.0000,-0.0130,8.9436,0.0000,-6.8690,1.1803,-0.0000,2.0000,-0.0130,8.9489
12.085,attack,delayed,5.002,0.0000,-8.8647,1.1722,-0.0000,0.0000,-0.0130,8.9436,0.0000,-6.8690,1.1803,-0.0000,2.0000,-0.0130,8.9489
12.125,attack,delayed,5.001,0.0000,-8.8647,1.1722,-0.0000,0.0000,-0.0130,8.9436,0.0000,-6.9333,1.1846,-0.0000,2.0000,-0.0130,9.0132
12.165,attack,delayed,5.001,0.0000,-8.9521,1.1965,-0.0000,0.0000,-0.0130,9.0334,0.0000,-6.9333,1.1846,-0.0000,2.0000,-0.0130,9.0132
12.205,attack,delayed,5.002,0.0000,-8.9521,1.1965,-0.0000,0.0000,-0.0130,9.0334,0.0000,-6.9333,1.1846,-0.0000,2.0000,-0.0130,9.0132
12.245,attack,delayed,5.001,0.0000,-8.9927,1.2050,-0.0000,0.0000,-0.0130,9.0748,0.0000,-6.9414,1.1961,-0.0000,2.0000,-0.0130,9.0227
12.286,attack,delayed,5.002,0.0000,-8.9927,1.2050,-0.0000,0.0000,-0.0130,9.0748,0.0000,-6.9414,1.1961,-0.0000,2.0000,-0.0130,9.0227
12.325,attack,delayed,5.002,0.0000,-8.9927,1.2050,-0.0000,0.0000,-0.0130,9.0748,0.0000,-6.9581,1.2160,-0.0000,2.0000,-0.0130,9.0420
12.365,attack,delayed,5.035,0.0000,-8.9380,1.1925,-0.0000,0.0000,-0.0130,9.0189,0.0000,-6.9581,1.2160,-0.0000,2.0000,-0.0130,9.0420
12.405,attack,delayed,5.002,0.0000,-8.9380,1.1925,-0.0000,0.0000,-0.0130,9.0189,0.0000,-6.9581,1.2160,-0.0000,2.0000,-0.0130,9.0420
12.445,attack,delayed,5.030,0.0000,-8.9479,1.2112,-0.0000,0.0000,-0.0130,9.0313,0.0000,-6.9150,1.2011,-0.0000,2.0000,-0.0130,8.9973
12.485,attack,delayed,5.001,0.0000,-8.9479,1.2112,-0.0000,0.0000,-0.0130,9.0313,0.0000,-6.9150,1.2011,-0.0000,2.0000,-0.0130,8.9973
12.525,attack,delayed,5.002,0.0000,-8.9479,1.2112,-0.0000,0.0000,-0.0130,9.0313,0.0000,-6.9510,1.2247,-0.0000,2.0000,-0.0130,9.0362
12.565,attack,delayed,5.000,0.0000,-8.9251,1.2197,-0.0000,0.0000,-0.0130,9.0099,0.0000,-6.9510,1.2247,-0.0000,2.0000,-0.0130,9.0362
12.605,attack,delayed,5.002,0.0000,-8.9251,1.2197,-0.0000,0.0000,-0.0130,9.0099,0.0000,-6.9510,1.2247,-0.0000,2.0000,-0.0130,9.0362
12.645,attack,delayed,5.002,0.0000,-8.9421,1.2209,-0.0000,0.0000,-0.0130,9.0268,0.0000,-6.9807,1.2132,-0.0000,2.0000,-0.0130,9.0640
12.685,attack,delayed,5.002,0.0000,-8.9421,1.2209,-0.0000,0.0000,-0.0130,9.0268,0.0000,-6.9807,1.2132,-0.0000,2.0000,-0.0130,9.0640
12.725,attack,delayed,5.002,0.0000,-8.9421,1.2209,-0.0000,0.0000,-0.0130,9.0268,0.0000,-6.9332,1.2331,-0.0000,2.0000,-0.0130,9.0197
12.765,attack,delayed,5.002,0.0000,-8.9822,1.2204,-0.0000,0.0000,-0.0130,9.0664,0.0000,-6.9332,1.2331,-0.0000,2.0000,-0.0130,9.0197
12.805,attack,delayed,5.002,0.0000,-8.9822,1.2204,-0.0000,0.0000,-0.0130,9.0664,0.0000,-6.9332,1.2331,-0.0000,2.0000,-0.0130,9.0197
12.845,attack,delayed,5.001,0.0000,-9.0216,1.2270,-0.0000,0.0000,-0.0130,9.1064,0.0000,-7.0246,1.2295,-0.0000,2.0000,-0.0130,9.1097
12.886,attack,delayed,5.001,0.0000,-9.0216,1.2270,-0.0000,0.0000,-0.0130,9.1064,0.0000,-7.0246,1.2295,-0.0000,2.0000,-0.0130,9.1097
12.926,attack,delayed,5.036,0.0000,-9.0216,1.2270,-0.0000,0.0000,-0.0130,9.1064,0.0000,-7.0151,1.2312,-0.0000,2.0000,-0.0130,9.1006
12.965,attack,delayed,5.001,0.0000,-9.0627,1.2391,-0.0000,0.0000,-0.0130,9.1488,0.0000,-7.0151,1.2312,-0.0000,2.0000,-0.0130,9.1006
13.006,attack,delayed,5.003,0.0000,-9.0627,1.2391,-0.0000,0.0000,-0.0130,9.1488,0.0000,-7.0151,1.2312,-0.0000,2.0000,-0.0130,9.1006
13.045,attack,delayed,5.001,0.0000,-9.0935,1.2238,-0.0000,0.0000,-0.0130,9.1772,0.0000,-7.0617,1.2267,-0.0000,2.0000,-0.0130,9.1461
13.086,attack,delayed,5.001,0.0000,-9.0935,1.2238,-0.0000,0.0000,-0.0130,9.1772,0.0000,-7.0617,1.2267,-0.0000,2.0000,-0.0130,9.1461
13.125,attack,delayed,5.001,0.0000,-9.0935,1.2238,-0.0000,0.0000,-0.0130,9.1772,0.0000,-7.0496,1.2110,-0.0000,2.0000,-0.0130,9.1320
13.166,attack,delayed,5.002,0.0000,-9.0526,1.2017,-0.0000,0.0000,-0.0130,9.1337,0.0000,-7.0496,1.2110,-0.0000,2.0000,-0.0130,9.1320
13.205,attack,delayed,5.001,0.0000,-9.0526,1.2017,-0.0000,0.0000,-0.0130,9.1337,0.0000,-7.0496,1.2110,-0.0000,2.0000,-0.0130,9.1320
13.245,attack,delayed,5.001,0.0000,-9.1207,1.2039,-0.0000,0.0000,-0.0130,9.2015,0.0000,-7.1138,1.2008,-0.0000,2.0000,-0.0130,9.1942
13.285,attack,delayed,5.002,0.0000,-9.1207,1.2039,-0.0000,0.0000,-0.0130,9.2015,0.0000,-7.1138,1.2008,-0.0000,2.0000,-0.0130,9.1942
13.325,attack,delayed,5.002,0.0000,-9.1207,1.2039,-0.0000,0.0000,-0.0130,9.2015,0.0000,-7.1235,1.1957,-0.0000,2.0000,-0.0130,9.2032
13.365,attack,delayed,5.001,0.0000,-9.1405,1.1804,-0.0000,0.0000,-0.0130,9.2181,0.0000,-7.1235,1.1957,-0.0000,2.0000,-0.0130,9.2032
13.405,attack,delayed,5.001,0.0000,-9.1405,1.1804,-0.0000,0.0000,-0.0130,9.2181,0.0000,-7.1235,1.1957,-0.0000,2.0000,-0.0130,9.2032
13.445,attack,delayed,5.002,0.0000,-9.1144,1.1832,-0.0000,0.0000,-0.0130,9.1925,0.0000,-7.1361,1.1711,-0.0000,2.0000,-0.0130,9.2125
13.486,attack,delayed,5.001,0.0000,-9.1144,1.1832,-0.0000,0.0000,-0.0130,9.1925,0.0000,-7.1361,1.1711,-0.0000,2.0000,-0.0130,9.2125
13.527,attack,delayed,5.003,0.0000,-9.1144,1.1832,-0.0000,0.0000,-0.0130,9.1925,0.0000,-7.0802,1.1920,-0.0000,2.0000,-0.0130,9.1598
13.565,attack,delayed,5.001,0.0000,-9.1025,1.1735,-0.0000,0.0000,-0.0130,9.1795,0.0000,-7.0802,1.1920,-0.0000,2.0000,-0.0130,9.1598
13.605,attack,delayed,5.002,0.0000,-9.1025,1.1735,-0.0000,0.0000,-0.0130,9.1795,0.0000,-7.0802,1.1920,-0.0000,2.0000,-0.0130,9.1598
13.645,attack,delayed,5.001,0.0000,-8.9834,1.1639,-0.0000,0.0000,-0.0130,9.0602,0.0000,-7.0795,1.1632,-0.0000,2.0000,-0.0130,9.1554
13.685,attack,delayed,5.002,0.0000,-8.9834,1.1639,-0.0000,0.0000,-0.0130,9.0602,0.0000,-7.0795,1.1632,-0.0000,2.0000,-0.0130,9.1554
13.725,attack,delayed,5.002,0.0000,-8.9834,1.1639,-0.0000,0.0000,-0.0130,9.0602,0.0000,-6.9568,1.1570,-0.0000,2.0000,-0.0130,9.0328
13.765,attack,delayed,5.002,0.0000,-8.9137,1.1421,-0.0000,0.0000,-0.0130,8.9883,0.0000,-6.9568,1.1570,-0.0000,2.0000,-0.0130,9.0328
