t_s,phase,mode,msg_age_s,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m
17.846,attack,delayed,5.001,0.0000,-8.7642,1.1575,-0.0000,0.0000,-0.0130,8.8420,0.0000,-6.7645,1.1611,-0.0000,2.0000,-0.0130,8.8428
17.886,attack,delayed,5.002,0.0000,-8.7642,1.1575,-0.0000,0.0000,-0.0130,8.8420,0.0000,-6.7645,1.1611,-0.0000,2.0000,-0.0130,8.8428
17.925,attack,delayed,5.001,0.0000,-8.7642,1.1575,-0.0000,0.0000,-0.0130,8.8420,0.0000,-6.7851,1.1549,-0.0000,2.0000,-0.0130,8.8624
17.965,attack,delayed,5.002,0.0000,-8.8042,1.1421,-0.0000,0.0000,-0.0130,8.8797,0.0000,-6.7851,1.1549,-0.0000,2.0000,-0.0130,8.8624
18.005,attack,delayed,5.000,0.0000,-8.8042,1.1421,-0.0000,0.0000,-0.0130,8.8797,0.0000,-6.7851,1.1549,-0.0000,2.0000,-0.0130,8.8624
18.045,attack,delayed,5.000,0.0000,-8.7838,1.1390,-0.0000,0.0000,-0.0130,8.8590,0.0000,-6.8101,1.1543,-0.0000,2.0000,-0.0130,8.8870
18.085,attack,delayed,5.001,0.0000,-8.7838,1.1390,-0.0000,0.0000,-0.0130,8.8590,0.0000,-6.8101,1.1543,-0.0000,2.0000,-0.0130,8.8870
18.125,attack,delayed,5.002,0.0000,-8.7838,1.1390,-0.0000,0.0000,-0.0130,8.8590,0.0000,-6.7236,1.1331,-0.0000,2.0000,-0.0130,8.7985
18.165,attack,delayed,5.001,0.0000,-8.7243,1.1410,-0.0000,0.0000,-0.0130,8.8003,0.0000,-6.7236,1.1331,-0.0000,2.0000,-0.0130,8.7985
18.205,attack,delayed,5.001,0.0000,-8.7243,1.1410,-0.0000,0.0000,-0.0130,8.8003,0.0000,-6.7236,1.1331,-0.0000,2.0000,-0.0130,8.7985
18.245,attack,delayed,5.000,0.0000,-8.6856,1.1303,-0.0000,0.0000,-0.0130,8.7606,0.0000,-6.7372,1.1269,-0.0000,2.0000,-0.0130,8.8113
18.285,attack,delayed,5.002,0.0000,-8.6856,1.1303,-0.0000,0.0000,-0.0130,8.7606,0.0000,-6.7372,1.1269,-0.0000,2.0000,-0.0130,8.8113
18.325,attack,delayed,5.001,0.0000,-8.6856,1.1303,-0.0000,0.0000,-0.0130,8.7606,0.0000,-6.7119,1.1454,-0.0000,2.0000,-0.0130,8.7886
18.365,attack,delayed,5.035,0.0000,-8.6629,1.1169,-0.0000,0.0000,-0.0130,8.7363,0.0000,-6.7119,1.1454,-0.0000,2.0000,-0.0130,8.7886
18.405,attack,delayed,5.002,0.0000,-8.6629,1.1169,-0.0000,0.0000,-0.0130,8.7363,0.0000,-6.7119,1.1454,-0.0000,2.0000,-0.0130,8.7886
18.445,attack,delayed,5.002,0.0000,-8.6572,1.1272,-0.0000,0.0000,-0.0130,8.7320,0.0000,-6.6247,1.1311,-0.0000,2.0000,-0.0130,8.7002
18.487,attack,delayed,5.003,0.0000,-8.6572,1.1272,-0.0000,0.0000,-0.0130,8.7320,0.0000,-6.6247,1.1311,-0.0000,2.0000,-0.0130,8.7002
18.525,attack,delayed,5.035,0.0000,-8.6572,1.1272,-0.0000,0.0000,-0.0130,8.7320,0.0000,-6.5985,1.1287,-0.0000,2.0000,-0.0130,8.6740
18.565,attack,delayed,5.001,0.0000,-8.6194,1.1324,-0.0000,0.0000,-0.0130,8.6951,0.0000,-6.5985,1.1287,-0.0000,2.0000,-0.0130,8.6740
18.607,attack,delayed,5.000,0.0000,-8.6194,1.1324,-0.0000,0.0000,-0.0130,8.6951,0.0000,-6.5985,1.1287,-0.0000,2.0000,-0.0130,8.6740
18.645,attack,delayed,5.002,0.0000,-8.5684,1.1497,-0.0000,0.0000,-0.0130,8.6470,0.0000,-6.5823,1.1340,-0.0000,2.0000,-0.0130,8.6586
18.685,attack,delayed,5.001,0.0000,-8.5684,1.1497,-0.0000,0.0000,-0.0130,8.6470,0.0000,-6.5823,1.1340,-0.0000,2.0000,-0.0130,8.6586
18.726,attack,delayed,5.002,0.0000,-8.5684,1.1497,-0.0000,0.0000,-0.0130,8.6470,0.0000,-6.5378,1.1523,-0.0000,2.0000,-0.0130,8.6169
18.765,attack,delayed,5.001,0.0000,-8.5135,1.1278,-0.0000,0.0000,-0.0130,8.5896,0.0000,-6.5378,1.1523,-0.0000,2.0000,-0.0130,8.6169
18.805,attack,delayed,5.002,0.0000,-8.5135,1.1278,-0.0000,0.0000,-0.0130,8.5896,0.0000,-6.5378,1.1523,-0.0000,2.0000,-0.0130,8.6169
18.845,attack,delayed,5.001,0.0000,-8.4346,1.1191,-0.0000,0.0000,-0.0130,8.5103,0.0000,-6.4413,1.1213,-0.0000,2.0000,-0.0130,8.5171
18.885,attack,delayed,5.001,0.0000,-8.4346,1.1191,-0.0000,0.0000,-0.0130,8.5103,0.0000,-6.4413,1.1213,-0.0000,2.0000,-0.0130,8.5171
18.925,attack,delayed,5.002,0.0000,-8.4346,1.1191,-0.0000,0.0000,-0.0130,8.5103,0.0000,-6.4257,1.0987,-0.0000,2.0000,-0.0130,8.4987
18.966,attack,delayed,5.003,0.0000,-8.4600,1.1056,-0.0000,0.0000,-0.0130,8.5336,0.0000,-6.4257,1.0987,-0.0000,2.0000,-0.0130,8.4987
19.005,attack,delayed,5.002,0.0000,-8.4600,1.1056,-0.0000,0.0000,-0.0130,8.5336,0.0000,-6.4257,1.0987,-0.0000,2.0000,-0.0130,8.4987
19.045,attack,delayed,5.001,0.0000,-8.5000,1.1083,-0.0000,0.0000,-0.0130,8.5736,0.0000,-6.5331,1.1097,-0.0000,2.0000,-0.0130,8.6066
19.085,attack,delayed,5.036,0.0000,-8.5000,1.1083,-0.0000,0.0000,-0.0130,8.5736,0.0000,-6.5331,1.1097,-0.0000,2.0000,-0.0130,8.6066
19.127,attack,delayed,5.004,0.0000,-8.5000,1.1083,-0.0000,0.0000,-0.0130,8.5736,0.0000,-6.5146,1.1164,-0.0000,2.0000,-0.0130,8.5892
19.165,attack,delayed,5.001,0.0000,-8.5414,1.1060,-0.0000,0.0000,-0.0130,8.6144,0.0000,-6.5146,1.1164,-0.0000,2.0000,-0.0130,8.5892
19.205,attack,delayed,5.002,0.0000,-8.5414,1.1060,-0.0000,0.0000,-0.0130,8.6144,0.0000,-6.5146,1.1164,-0.0000,2.0000,-0.0130,8.5892
19.245,attack,delayed,5.001,0.0000,-8.4593,1.1067,-0.0000,0.0000,-0.0130,8.5331,0.0000,-6.5040,1.1209,-0.0000,2.0000,-0.0130,8.5793
19.285,attack,delayed,5.001,0.0000,-8.4593,1.1067,-0.0000,0.0000,-0.0130,8.5331,0.0000,-6.5040,1.1209,-0.0000,2.0000,-0.0130,8.5793
19.325,attack,delayed,5.001,0.0000,-8.4593,1.1067,-0.0000,0.0000,-0.0130,8.5331,0.0000,-6.4556,1.1294,-0.0000,2.0000,-0.0130,8.5324
19.365,attack,delayed,5.002,0.0000,-8.4332,1.1250,-0.0000,0.0000,-0.0130,8.5097,0.0000,-6.4556,1.1294,-0.0000,2.0000,-0.0130,8.5324
19.405,attack,delayed,5.001,0.0000,-8.4332,1.1250,-0.0000,0.0000,-0.0130,8.5097,0.0000,-6.4556,1.1294,-0.0000,2.0000,-0.0130,8.5324
19.445,attack,delayed,5.003,0.0000,-8.4490,1.1210,-0.0000,0.0000,-0.0130,8.5247,0.0000,-6.4291,1.1308,-0.0000,2.0000,-0.0130,8.5063
19.485,attack,delayed,5.036,0.0000,-8.4490,1.1210,-0.0000,0.0000,-0.0130,8.5247,0.0000,-6.4291,1.1308,-0.0000,2.0000,-0.0130,8.5063
19.525,attack,delayed,5.003,0.0000,-8.4490,1.1210,-0.0000,0.0000,-0.0130,8.5247,0.0000,-6.4584,1.1384,-0.0000,2.0000,-0.0130,8.5364
19.565,attack,delayed,5.036,0.0000,-8.4714,1.1371,-0.0000,0.0000,-0.0130,8.5491,0.0000,-6.4584,1.1384,-0.0000,2.0000,-0.0130,8.5364
19.605,attack,delayed,5.002,0.0000,-8.4714,1.1371,-0.0000,0.0000,-0.0130,8.5491,0.0000,-6.4584,1.1384,-0.0000,2.0000,-0.0130,8.5364
19.645,attack,delayed,5.002,0.0000,-8.5112,1.1544,-0.0000,0.0000,-0.0130,8.5909,0.0000,-6.4814,1.1432,-0.0000,2.0000,-0.0130,8.5598
19.685,attack,delayed,5.002,0.0000,-8.5112,1.1544,-0.0000,0.0000,-0.0130,8.5909,0.0000,-6.4814,1.1432,-0.0000,2.0000,-0.0130,8.5598
19.725,attack,delayed,5.002,0.0000,-8.5112,1.1544,-0.0000,0.0000,-0.0130,8.5909,0.0000,-6.5639,1.1536,-0.0000,2.0000,-0.0130,8.6429
19.765,attack,delayed,5.002,0.0000,-8.5164,1.1370,-0.0000,0.0000,-0.0130,8.5937,0.0000,-6.5639,1.1536,-0.0000,2.0000,-0.0130,8.6429
19.805,attack,delayed,5.001,0.0000,-8.5164,1.1370,-0.0000,0.0000,-0.0130,8.5937,0.0000,-6.5639,1.1536,-0.0000,2.0000,-0.0130,8.6429
19.845,attack,delayed,5.001,0.0000,-8.4924,1.1465,-0.0000,0.0000,-0.0130,8.5712,0.0000,-6.5215,1.1508,-0.0000,2.0000,-0.0130,8.6006
19.886,attack,delayed,5.000,0.0000,-8.4924,1.1465,-0.0000,0.0000,-0.0130,8.5712,0.0000,-6.5215,1.1508,-0.0000,2.0000,-0.0130,8.6006
19.925,attack,delayed,5.002,0.0000,-8.4924,1.1465,-0.0000,0.0000,-0.0130,8.5712,0.0000,-6.4918,1.1471,-0.0000,2.0000,-0.0130,8.5707
19.965,attack,delayed,5.001,0.0000,-8.5139,1.1568,-0.0000,0.0000,-0.0130,8.5939,0.0000,-6.4918,1.1471,-0.0000,2.0000,-0.0130,8.5707
20.005,attack,delayed,5.002,0.0000,-8.5139,1.1568,-0.0000,0.0000,-0.0130,8.5939,0.0000,-6.4918,1.1471,-0.0000,2.0000,-0.0130,8.5707
20.048,attack,delayed,5.002,0.0000,-8.4678,1.1542,-0.0000,0.0000,-0.0130,8.5479,0.0000,-6.5003,1.1535,-0.0000,2.0000,-0.0130,8.5800
20.086,attack,delayed,5.003,0.0000,-8.4678,1.1542,-0.0000,0.0000,-0.0130,8.5479,0.0000,-6.5003,1.1535,-0.0000,2.0000,-0.0130,8.5800
20.125,attack,delayed,5.002,0.0000,-8.4678,1.1542,-0.0000,0.0000,-0.0130,8.5479,0.0000,-6.5004,1.1358,-0.0000,2.0000,-0.0130,8.5776
20.165,attack,delayed,5.002,0.0000,-8.4417,1.1444,-0.0000,0.0000,-0.0130,8.5206,0.0000,-6.5004,1.1358,-0.0000,2.0000,-0.0130,8.5776
20.205,attack,delayed,5.002,0.0000,-8.4417,1.1444,-0.0000,0.0000,-0.0130,8.5206,0.0000,-6.5004,1.1358,-0.0000,2.0000,-0.0130,8.5776
20.245,attack,delayed,5.001,0.0000,-8.4503,1.1215,-0.0000,0.0000,-0.0130,8.5261,0.0000,-6.4573,1.1184,-0.0000,2.0000,-0.0130,8.5326
20.286,attack,delayed,5.002,0.0000,-8.4503,1.1215,-0.0000,0.0000,-0.0130,8.5261,0.0000,-6.4573,1.1184,-0.0000,2.0000,-0.0130,8.5326
20.325,attack,delayed,5.002,0.0000,-8.4503,1.1215,-0.0000,0.0000,-0.0130,8.5261,0.0000,-6.4749,1.1220,-0.0000,2.0000,-0.0130,8.5506
20.365,attack,delayed,5.002,0.0000,-8.4416,1.1293,-0.0000,0.0000,-0.0130,8.5185,0.0000,-6.4749,1.1220,-0.0000,2.0000,-0.0130,8.5506
20.406,attack,delayed,5.003,0.0000,-8.4416,1.1293,-0.0000,0.0000,-0.0130,8.5185,0.0000,-6.4749,1.1220,-0.0000,2.0000,-0.0130,8.5506
20.445,attack,delayed,5.001,0.0000,-8.4088,1.1461,-0.0000,0.0000,-0.0130,8.4883,0.0000,-6.5014,1.1429,-0.0000,2.0000,-0.0130,8.5796
20.485,attack,delayed,5.002,0.0000,-8.4088,1.1461,-0.0000,0.0000,-0.0130,8.4883,0.0000,-6.5014,1.1429,-0.0000,2.0000,-0.0130,8.5796
20.525,attack,delayed,5.003,0.0000,-8.4088,1.1461,-0.0000,0.0000,-0.0130,8.4883,0.0000,-6.3823,1.1416,-0.0000,2.0000,-0.0130,8.4614
20.565,attack,delayed,5.003,0.0000,-8.4179,1.1607,-0.0000,0.0000,-0.0130,8.4993,0.0000,-6.3823,1.1416,-0.0000,2.0000,-0.0130,8.4614
20.606,attack,delayed,5.001,0.0000,-8.4179,1.1607,-0.0000,0.0000,-0.0130,8.4993,0.0000,-6.3823,1.1416,-0.0000,2.0000,-0.0130,8.4614
20.645,attack,delayed,5.001,0.0000,-8.4218,1.1519,-0.0000,0.0000,-0.0130,8.5020,0.0000,-6.4348,1.1443,-0.0000,2.0000,-0.0130,8.5138
20.685,attack,delayed,5.002,0.0000,-8.4218,1.1519,-0.0000,0.0000,-0.0130,8.5020,0.0000,-6.4348,1.1443,-0.0000,2.0000,-0.0130,8.5138
20.725,attack,delayed,5.002,0.0000,-8.4218,1.1519,-0.0000,0.0000,-0.0130,8.5020,0.0000,-6.4102,1.1662,-0.0000,2.0000,-0.0130,8.4925
20.765,attack,delayed,5.001,0.0000,-8.4564,1.1462,-0.0000,0.0000,-0.0130,8.5355,0.0000,-6.4102,1.1662,-0.0000,2.0000,-0.0130,8.4925
20.806,attack,delayed,5.003,0.0000,-8.4564,1.1462,-0.0000,0.0000,-0.0130,8.5355,0.0000,-6.4102,1.1662,-0.0000,2.0000,-0.0130,8.4925
20.846,attack,delayed,5.002,0.0000,-8.4388,1.1506,-0.0000,0.0000,-0.0130,8.5186,0.0000,-6.4626,1.1341,-0.0000,2.0000,-0.0130,8.5400
20.885,attack,delayed,5.002,0.0000,-8.4388,1.1506,-0.0000,0.0000,-0.0130,8.5186,0.0000,-6.4626,1.1341,-0.0000,2.0000,-0.0130,8.5400
20.925,attack,delayed,5.000,0.0000,-8.4388,1.1506,-0.0000,0.0000,-0.0130,8.5186,0.0000,-6.4095,1.1329,-0.0000,2.0000,-0.0130,8.4872
20.965,attack,delayed,5.002,0.0000,-8.4468,1.1418,-0.0000,0.0000,-0.0130,8.5254,0.0000,-6.4095,1.1329,-0.0000,2.0000,-0.0130,8.4872
21.005,attack,delayed,5.002,0.0000,-8.4468,1.1418,-0.0000,0.0000,-0.0130,8.5254,0.0000,-6.4095,1.1329,-0.0000,2.0000,-0.0130,8.4872
21.045,attack,delayed,5.002,0.0000,-8.5174,1.1367,-0.0000,0.0000,-0.0130,8.5946,0.0000,-6.4588,1.1381,-0.0000,2.0000,-0.0130,8.5368
21.085,attack,delayed,5.002,0.0000,-8.5174,1.1367,-0.0000,0.0000,-0.0130,8.5946,0.0000,-6.4588,1.1381,-0.0000,2.0000,-0.0130,8.5368
21.126,attack,delayed,5.002,0.0000,-8.5174,1.1367,-0.0000,0.0000,-0.0130,8.5946,0.0000,-6.5071,1.1359,-0.0000,2.0000,-0.0130,8.5843
21.166,attack,delayed,5.002,0.0000,-8.4667,1.1354,-0.0000,0.0000,-0.0130,8.5442,0.0000,-6.5071,1.1359,-0.0000,2.0000,-0.0130,8.5843
21.206,attack,delayed,5.002,0.0000,-8.4667,1.1354,-0.0000,0.0000,-0.0130,8.5442,0.0000,-6.5071,1.1359,-0.0000,2.0000,-0.0130,8.5843
21.245,attack,delayed,5.001,0.0000,-8.4641,1.1433,-0.0000,0.0000,-0.0130,8.5427,0.0000,-6.3951,1.1450,-0.0000,2.0000,-0.0130,8.4745
21.285,attack,delayed,5.001,0.0000,-8.4641,1.1433,-0.0000,0.0000,-0.0130,8.5427,0.0000,-6.3951,1.1450,-0.0000,2.0000,-0.0130,8.4745
21.325,attack,delayed,5.002,0.0000,-8.4641,1.1433,-0.0000,0.0000,-0.0130,8.5427,0.0000,-6.4740,1.1435,-0.0000,2.0000,-0.0130,8.5525
21.365,attack,delayed,5.036,0.0000,-8.4499,1.1521,-0.0000,0.0000,-0.0130,8.5298,0.0000,-6.4740,1.1435,-0.0000,2.0000,-0.0130,8.5525
21.405,attack,delayed,5.002,0.0000,-8.4499,1.1521,-0.0000,0.0000,-0.0130,8.5298,0.0000,-6.4740,1.1435,-0.0000,2.0000,-0.0130,8.5525
21.445,attack,delayed,5.000,0.0000,-8.4336,1.1768,-0.0000,0.0000,-0.0130,8.5171,0.0000,-6.4387,1.1582,-0.0000,2.0000,-0.0130,8.5196
21.485,attack,delayed,5.002,0.0000,-8.4336,1.1768,-0.0000,0.0000,-0.0130,8.5171,0.0000,-6.4387,1.1582,-0.0000,2.0000,-0.0130,8.5196
21.525,attack,delayed,5.001,0.0000,-8.4336,1.1768,-0.0000,0.0000,-0.0130,8.5171,0.0000,-6.4151,1.1585,-0.0000,2.0000,-0.0130,8.4962
21.565,attack,delayed,5.001,0.0000,-8.4255,1.1668,-0.0000,0.0000,-0.0130,8.5077,0.0000,-6.4151,1.1585,-0.0000,2.0000,-0.0130,8.4962
21.605,attack,delayed,5.036,0.0000,-8.4255,1.1668,-0.0000,0.0000,-0.0130,8.5077,0.0000,-6.4151,1.1585,-0.0000,2.0000,-0.0130,8.4962
21.645,attack,delayed,5.002,0.0000,-8.4188,1.1668,-0.0000,0.0000,-0.0130,8.5010,0.0000,-6.3860,1.1569,-0.0000,2.0000,-0.0130,8.4672
21.685,attack,delayed,5.003,0.0000,-8.4188,1.1668,-0.0000,0.0000,-0.0130,8.5010,0.0000,-6.3860,1.1569,-0.0000,2.0000,-0.0130,8.4672
21.725,attack,delayed,5.002,0.0000,-8.4188,1.1668,-0.0000,0.0000,-0.0130,8.5010,0.0000,-6.4015,1.1603,-0.0000,2.0000,-0.0130,8.4830
21.768,attack,delayed,5.002,0.0000,-8.3850,1.1591,-0.0000,0.0000,-0.0130,8.4665,0.0000,-6.4015,1.1603,-0.0000,2.0000,-0.0130,8.4830
21.805,attack,delayed,5.003,0.0000,-8.3850,1.1591,-0.0000,0.0000,-0.0130,8.4665,0.0000,-6.4015,1.1603,-0.0000,2.0000,-0.0130,8.4830
21.845,attack,delayed,5.002,0.0000,-8.3995,1.1737,-0.0000,0.0000,-0.0130,8.4830,0.0000,-6.4423,1.1645,-0.0000,2.0000,-0.0130,8.5240
21.885,attack,delayed,5.001,0.0000,-8.3995,1.1737,-0.0000,0.0000,-0.0130,8.4830,0.0000,-6.4423,1.1645,-0.0000,2.0000,-0.0130,8.5240
21.925,attack,delayed,5.001,0.0000,-8.3995,1.1737,-0.0000,0.0000,-0.0130,8.4830,0.0000,-6.4542,1.1680,-0.0000,2.0000,-0.0130,8.5363
21.966,attack,delayed,5.002,0.0000,-8.4247,1.1612,-0.0000,0.0000,-0.0130,8.5061,0.0000,-6.4542,1.1680,-0.0000,2.0000,-0.0130,8.5363
22.007,attack,delayed,5.004,0.0000,-8.4247,1.1612,-0.0000,0.0000,-0.0130,8.5061,0.0000,-6.4542,1.1680,-0.0000,2.0000,-0.0130,8.5363
22.046,attack,delayed,5.002,0.0000,-8.4365,1.1569,-0.0000,0.0000,-0.0130,8.5172,0.0000,-6.4726,1.1584,-0.0000,2.0000,-0.0130,8.5532
22.085,attack,delayed,5.001,0.0000,-8.4365,1.1569,-0.0000,0.0000,-0.0130,8.5172,0.0000,-6.4726,1.1584,-0.0000,2.0000,-0.0130,8.5532
22.125,attack,delayed,5.001,0.0000,-8.4365,1.1569,-0.0000,0.0000,-0.0130,8.5172,0.0000,-6.3890,1.1562,-0.0000,2.0000,-0.0130,8.4700
22.165,attack,delayed,5.002,0.0000,-8.3229,1.1509,-0.0000,0.0000,-0.0130,8.4039,0.0000,-6.3890,1.1562,-0.0000,2.0000,-0.0130,8.4700
22.205,attack,delayed,5.002,0.0000,-8.3229,1.1509,-0.0000,0.0000,-0.0130,8.4039,0.0000,-6.3890,1.1562,-0.0000,2.0000,-0.0130,8.4700
22.245,attack,delayed,5.001,0.0000,-8.2998,1.1645,-0.0000,0.0000,-0.0130,8.3829,0.0000,-6.2909,1.1549,-0.0000,2.0000,-0.0130,8.3728
22.285,attack,delayed,5.001,0.0000,-8.2998,1.1645,-0.0000,0.0000,-0.0130,8.3829,0.0000,-6.2909,1.1549,-0.0000,2.0000,-0.0130,8.3728
22.326,attack,delayed,5.003,0.0000,-8.2998,1.1645,-0.0000,0.0000,-0.0130,8.3829,0.0000,-6.3985,1.1485,-0.0000,2.0000,-0.0130,8.4784
22.365,attack,delayed,5.002,0.0000,-8.3855,1.1465,-0.0000,0.0000,-0.0130,8.4653,0.0000,-6.3985,1.1485,-0.0000,2.0000,-0.0130,8.4784
22.406,attack,delayed,5.003,0.0000,-8.3855,1.1465,-0.0000,0.0000,-0.0130,8.4653,0.0000,-6.3985,1.1485,-0.0000,2.0000,-0.0130,8.4784
22.445,attack,delayed,5.003,0.0000,-8.4436,1.1534,-0.0000,0.0000,-0.0130,8.5238,0.0000,-6.4044,1.1616,-0.0000,2.0000,-0.0130,8.4861
22.486,attack,delayed,5.004,0.0000,-8.4436,1.1534,-0.0000,0.0000,-0.0130,8.5238,0.0000,-6.4044,1.1616,-0.0000,2.0000,-0.0130,8.4861
22.525,attack,delayed,5.001,0.0000,-8.4436,1.1534,-0.0000,0.0000,-0.0130,8.5238,0.0000,-6.5016,1.1568,-0.0000,2.0000,-0.0130,8.5817
22.565,attack,delayed,5.000,0.0000,-8.4442,1.1532,-0.0000,0.0000,-0.0130,8.5244,0.0000,-6.5016,1.1568,-0.0000,2.0000,-0.0130,8.5817
22.605,attack,delayed,5.002,0.0000,-8.4442,1.1532,-0.0000,0.0000,-0.0130,8.5244,0.0000,-6.5016,1.1568,-0.0000,2.0000,-0.0130,8.5817
22.645,attack,delayed,5.002,0.0000,-8.4193,1.1430,-0.0000,0.0000,-0.0130,8.4983,0.0000,-6.4300,1.1515,-0.0000,2.0000,-0.0130,8.5100
22.685,attack,delayed,5.001,0.0000,-8.4193,1.1430,-0.0000,0.0000,-0.0130,8.4983,0.0000,-6.4300,1.1515,-0.0000,2.0000,-0.0130,8.5100
22.725,attack,delayed,5.002,0.0000,-8.4193,1.1430,-0.0000,0.0000,-0.0130,8.4983,0.0000,-6.4463,1.1500,-0.0000,2.0000,-0.0130,8.5260
22.765,attack,delayed,5.002,0.0000,-8.4856,1.1720,-0.0000,0.0000,-0.0130,8.5680,0.0000,-6.4463,1.1500,-0.0000,2.0000,-0.0130,8.5260
22.805,attack,delayed,5.002,0.0000,-8.4856,1.1720,-0.0000,0.0000,-0.0130,8.5680,0.0000,-6.4463,1.1500,-0.0000,2.0000,-0.0130,8.5260
22.845,attack,delayed,5.000,0.0000,-8.4478,1.1476,-0.0000,0.0000,-0.0130,8.5272,0.0000,-6.4515,1.1672,-0.0000,2.0000,-0.0130,8.5335
22.885,attack,delayed,5.001,0.0000,-8.4478,1.1476,-0.0000,0.0000,-0.0130,8.5272,0.0000,-6.4515,1.1672,-0.0000,2.0000,-0.0130,8.5335
22.925,attack,delayed,5.001,0.0000,-8.4478,1.1476,-0.0000,0.0000,-0.0130,8.5272,0.0000,-6.4172,1.1436,-0.0000,2.0000,-0.0130,8.4963
22.966,attack,delayed,5.002,0.0000,-8.4062,1.1606,-0.0000,0.0000,-0.0130,8.4877,0.0000,-6.4172,1.1436,-0.0000,2.0000,-0.0130,8.4963
23.005,attack,delayed,5.002,0.0000,-8.4062,1.1606,-0.0000,0.0000,-0.0130,8.4877,0.0000,-6.4172,1.1436,-0.0000,2.0000,-0.0130,8.4963
23.045,attack,delayed,5.002,0.0000,-8.3819,1.1631,-0.0000,0.0000,-0.0130,8.4640,0.0000,-6.3903,1.1668,-0.0000,2.0000,-0.0130,8.4728
23.085,attack,delayed,5.001,0.0000,-8.3819,1.1631,-0.0000,0.0000,-0.0130,8.4640,0.0000,-6.3903,1.1668,-0.0000,2.0000,-0.0130,8.4728
23.125,attack,delayed,5.003,0.0000,-8.3819,1.1631,-0.0000,0.0000,-0.0130,8.4640,0.0000,-6.4157,1.1798,-0.0000,2.0000,-0.0130,8.4998
23.165,attack,delayed,5.001,0.0000,-8.3969,1.1931,-0.0000,0.0000,-0.0130,8.4831,0.0000,-6.4157,1.1798,-0.0000,2.0000,-0.0130,8.4998
23.205,attack,delayed,5.002,0.0000,-8.3969,1.1931,-0.0000,0.0000,-0.0130,8.4831,0.0000,-6.4157,1.1798,-0.0000,2.0000,-0.0130,8.4998
23.245,attack,delayed,5.003,0.0000,-8.4168,1.1981,-0.0000,0.0000,-0.0130,8.5034,0.0000,-6.3866,1.1974,-0.0000,2.0000,-0.0130,8.4735
23.286,attack,delayed,5.003,0.0000,-8.4168,1.1981,-0.0000,0.0000,-0.0130,8.5034,0.0000,-6.3866,1.1974,-0.0000,2.0000,-0.0130,8.4735
23.325,attack,delayed,5.001,0.0000,-8.4168,1.1981,-0.0000,0.0000,-0.0130,8.5034,0.0000,-6.3244,1.2025,-0.0000,2.0000,-0.0130,8.4127
23.365,attack,delayed,5.001,0.0000,-8.3935,1.2056,-0.0000,0.0000,-0.0130,8.4815,0.0000,-6.3244,1.2025,-0.0000,2.0000,-0.0130,8.4127
23.405,attack,delayed,5.002,0.0000,-8.3935,1.2056,-0.0000,0.0000,-0.0130,8.4815,0.0000,-6.3244,1.2025,-0.0000,2.0000,-0.0130,8.4127
23.445,attack,delayed,5.002,0.0000,-8.3559,1.2295,-0.0000,0.0000,-0.0130,8.4478,0.0000,-6.4046,1.2050,-0.0000,2.0000,-0.0130,8.4925
23.485,attack,delayed,5.035,0.0000,-8.3559,1.2295,-0.0000,0.0000,-0.0130,8.4478,0.0000,-6.4046,1.2050,-0.0000,2.0000,-0.0130,8.4925
23.525,attack,delayed,5.002,0.0000,-8.3559,1.2295,-0.0000,0.0000,-0.0130,8.4478,0.0000,-6.2859,1.2292,-0.0000,2.0000,-0.0130,8.3785
23.565,attack,delayed,5.002,0.0000,-8.2944,1.2359,-0.0000,0.0000,-0.0130,8.3879,0.0000,-6.2859,1.2292,-0.0000,2.0000,-0.0130,8.3785
23.605,attack,delayed,5.002,0.0000,-8.2944,1.2359,-0.0000,0.0000,-0.0130,8.3879,0.0000,-6.2859,1.2292,-0.0000,2.0000,-0.0130,8.3785
23.645,attack,delayed,5.001,0.0000,-8.3377,1.2316,-0.0000,0.0000,-0.0130,8.4301,0.0000,-6.3142,1.2248,-0.0000,2.0000,-0.0130,8.4059
23.685,attack,delayed,5.002,0.0000,-8.3377,1.2316,-0.0000,0.0000,-0.0130,8.4301,0.0000,-6.3142,1.2248,-0.0000,2.0000,-0.0130,8.4059
23.725,attack,delayed,5.001,0.0000,-8.3377,1.2316,-0.0000,0.0000,-0.0130,8.4301,0.0000,-6.4005,1.2360,-0.0000,2.0000,-0.0130,8.4929
23.765,attack,delayed,5.001,0.0000,-8.3709,1.2188,-0.0000,0.0000,-0.0130,8.4611,0.0000,-6.4005,1.2360,-0.0000,2.0000,-0.0130,8.4929
23.805,attack,delayed,5.001,0.0000,-8.3709,1.2188,-0.0000,0.0000,-0.0130,8.4611,0.0000,-6.4005,1.2360,-0.0000,2.0000,-0.0130,8.4929
23.845,attack,delayed,5.001,0.0000,-8.4475,1.2280,-0.0000,0.0000,-0.0130,8.5382,0.0000,-6.4421,1.2344,-0.0000,2.0000,-0.0130,8.5338
23.885,attack,delayed,5.002,0.0000,-8.4475,1.2280,-0.0000,0.0000,-0.0130,8.5382,0.0000,-6.4421,1.2344,-0.0000,2.0000,-0.0130,8.5338
