t_s,num_ghosts,phase,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,px4_4_est_x,px4_4_est_y,px4_4_est_z,px4_4_gt_x,px4_4_gt_y,px4_4_gt_z,px4_4_error_m
22.065,3,attack,-0.0000,-0.0283,-0.4819,-0.0000,0.0000,-0.0130,0.4698,-0.0000,1.9778,-0.4886,-0.0000,2.0000,-0.0130,0.4762,-0.0000,3.0111,-0.4880,-0.0000,3.0000,-0.0130,0.4751
22.163,3,attack,-0.0000,-0.0044,-0.4812,-0.0000,0.0000,-0.0130,0.4683,-0.0000,2.0391,-0.4796,-0.0000,2.0000,-0.0130,0.4683,-0.0000,2.9740,-0.5002,-0.0000,3.0000,-0.0130,0.4879
22.262,3,attack,-0.0000,0.0353,-0.5101,-0.0000,0.0000,-0.0130,0.4984,-0.0000,2.0098,-0.4945,-0.0000,2.0000,-0.0130,0.4816,-0.0000,3.0262,-0.4957,-0.0000,3.0000,-0.0130,0.4834
22.364,3,attack,-0.0000,0.0394,-0.4911,-0.0000,0.0000,-0.0130,0.4797,-0.0000,1.9799,-0.4860,-0.0000,2.0000,-0.0130,0.4734,-0.0000,3.0351,-0.4709,-0.0000,3.0000,-0.0130,0.4593
22.465,3,attack,-0.0000,0.0319,-0.4515,-0.0000,0.0000,-0.0130,0.4397,-0.0000,1.9946,-0.4861,-0.0000,2.0000,-0.0130,0.4732,-0.0000,3.0017,-0.4740,-0.0000,3.0000,-0.0130,0.4610
22.572,3,attack,-0.0000,-0.0251,-0.4751,-0.0000,0.0000,-0.0130,0.4627,-0.0000,2.0008,-0.4907,-0.0000,2.0000,-0.0130,0.4777,-0.0000,2.9968,-0.4814,-0.0000,3.0000,-0.0130,0.4684
22.676,3,attack,-0.0000,-0.0455,-0.4967,-0.0000,0.0000,-0.0130,0.4859,-0.0000,1.9845,-0.4921,-0.0000,2.0000,-0.0130,0.4793,-0.0000,2.9569,-0.5002,-0.0000,3.0000,-0.0130,0.4891
22.764,3,attack,-0.0000,-0.0148,-0.5095,-0.0000,0.0000,-0.0130,0.4967,-0.0000,1.9572,-0.5029,-0.0000,2.0000,-0.0130,0.4918,-0.0000,3.0149,-0.5043,-0.0000,3.0000,-0.0130,0.4915
22.866,3,attack,-0.0000,-0.0137,-0.5112,-0.0000,0.0000,-0.0130,0.4983,-0.0000,1.9669,-0.5054,-0.0000,2.0000,-0.0130,0.4935,-0.0000,2.9251,-0.5084,-0.0000,3.0000,-0.0130,0.5010
22.963,3,attack,-0.0000,0.0044,-0.4965,-0.0000,0.0000,-0.0130,0.4835,-0.0000,1.9694,-0.4914,-0.0000,2.0000,-0.0130,0.4794,-0.0000,2.9708,-0.4990,-0.0000,3.0000,-0.0130,0.4868
23.066,3,attack,-0.0000,-0.0153,-0.4873,-0.0000,0.0000,-0.0130,0.4746,-0.0000,2.0091,-0.4988,-0.0000,2.0000,-0.0130,0.4859,-0.0000,2.9680,-0.4813,-0.0000,3.0000,-0.0130,0.4693
23.177,3,attack,-0.0000,0.0655,-0.4764,-0.0000,0.0000,-0.0130,0.4680,-0.0000,2.0485,-0.4727,-0.0000,2.0000,-0.0130,0.4622,-0.0000,3.0647,-0.4864,-0.0000,3.0000,-0.0130,0.4778
23.263,3,attack,-0.0000,0.0817,-0.4940,-0.0000,0.0000,-0.0130,0.4879,-0.0000,2.1108,-0.4859,-0.0000,2.0000,-0.0130,0.4857,-0.0000,3.0928,-0.4925,-0.0000,3.0000,-0.0130,0.4884
23.363,3,attack,-0.0000,0.0871,-0.4754,-0.0000,0.0000,-0.0130,0.4706,-0.0000,2.0737,-0.4702,-0.0000,2.0000,-0.0130,0.4631,-0.0000,3.0629,-0.4760,-0.0000,3.0000,-0.0130,0.4673
23.467,3,attack,-0.0000,0.0826,-0.4774,-0.0000,0.0000,-0.0130,0.4717,-0.0000,2.0850,-0.4744,-0.0000,2.0000,-0.0130,0.4691,-0.0000,3.0392,-0.4707,-0.0000,3.0000,-0.0130,0.4594
23.565,3,attack,-0.0000,0.0741,-0.4836,-0.0000,0.0000,-0.0130,0.4764,-0.0000,2.0748,-0.4779,-0.0000,2.0000,-0.0130,0.4708,-0.0000,3.1229,-0.4809,-0.0000,3.0000,-0.0130,0.4838
23.663,3,attack,-0.0000,0.1091,-0.4996,-0.0000,0.0000,-0.0130,0.4987,-0.0000,2.0840,-0.4862,-0.0000,2.0000,-0.0130,0.4806,-0.0000,3.1211,-0.5022,-0.0000,3.0000,-0.0130,0.5040
23.763,3,attack,-0.0000,0.0862,-0.5020,-0.0000,0.0000,-0.0130,0.4966,-0.0000,2.0543,-0.5003,-0.0000,2.0000,-0.0130,0.4904,-0.0000,3.0395,-0.4937,-0.0000,3.0000,-0.0130,0.4823
23.863,3,attack,-0.0000,0.0754,-0.4917,-0.0000,0.0000,-0.0130,0.4846,-0.0000,2.0765,-0.4912,-0.0000,2.0000,-0.0130,0.4843,-0.0000,3.0360,-0.4994,-0.0000,3.0000,-0.0130,0.4877
23.964,3,attack,-0.0000,0.1106,-0.5044,-0.0000,0.0000,-0.0130,0.5037,-0.0000,2.0772,-0.4972,-0.0000,2.0000,-0.0130,0.4903,-0.0000,3.1171,-0.4907,-0.0000,3.0000,-0.0130,0.4919
24.065,3,attack,-0.0000,0.0859,-0.4761,-0.0000,0.0000,-0.0130,0.4711,-0.0000,2.0856,-0.4852,-0.0000,2.0000,-0.0130,0.4799,-0.0000,3.0723,-0.4719,-0.0000,3.0000,-0.0130,0.4645
24.164,3,attack,-0.0000,0.0926,-0.4769,-0.0000,0.0000,-0.0130,0.4731,-0.0000,2.0907,-0.4872,-0.0000,2.0000,-0.0130,0.4828,-0.0000,3.0884,-0.4902,-0.0000,3.0000,-0.0130,0.4853
24.267,3,attack,-0.0000,0.1164,-0.4881,-0.0000,0.0000,-0.0130,0.4891,-0.0000,2.0196,-0.4900,-0.0000,2.0000,-0.0130,0.4774,-0.0000,3.1040,-0.4946,-0.0000,3.0000,-0.0130,0.4927
24.363,3,attack,-0.0000,0.0442,-0.4686,-0.0000,0.0000,-0.0130,0.4578,-0.0000,2.0632,-0.4870,-0.0000,2.0000,-0.0130,0.4782,-0.0000,3.0645,-0.4892,-0.0000,3.0000,-0.0130,0.4806
24.463,3,attack,-0.0000,0.0732,-0.4810,-0.0000,0.0000,-0.0130,0.4737,-0.0000,2.0083,-0.4696,-0.0000,2.0000,-0.0130,0.4567,-0.0000,3.0862,-0.4807,-0.0000,3.0000,-0.0130,0.4756
24.563,3,attack,-0.0000,0.0339,-0.4967,-0.0000,0.0000,-0.0130,0.4849,-0.0000,2.0326,-0.4992,-0.0000,2.0000,-0.0130,0.4873,-0.0000,3.0053,-0.5025,-0.0000,3.0000,-0.0130,0.4895
24.663,3,attack,-0.0000,0.0175,-0.5270,-0.0000,0.0000,-0.0130,0.5143,-0.0000,2.0456,-0.5128,-0.0000,2.0000,-0.0130,0.5019,-0.0000,3.0043,-0.5216,-0.0000,3.0000,-0.0130,0.5086
24.763,3,attack,-0.0000,0.0182,-0.5165,-0.0000,0.0000,-0.0130,0.5039,-0.0000,2.0213,-0.5004,-0.0000,2.0000,-0.0130,0.4879,-0.0000,3.0469,-0.4919,-0.0000,3.0000,-0.0130,0.4812
24.863,3,attack,-0.0000,0.0779,-0.5084,-0.0000,0.0000,-0.0130,0.5015,-0.0000,2.0289,-0.4936,-0.0000,2.0000,-0.0130,0.4814,-0.0000,3.0233,-0.5059,-0.0000,3.0000,-0.0130,0.4935
24.963,3,attack,-0.0000,0.0393,-0.5087,-0.0000,0.0000,-0.0130,0.4973,-0.0000,2.0088,-0.4862,-0.0000,2.0000,-0.0130,0.4733,-0.0000,3.0035,-0.4947,-0.0000,3.0000,-0.0130,0.4817
25.075,3,attack,-0.0000,0.0188,-0.4968,-0.0000,0.0000,-0.0130,0.4842,-0.0000,2.0242,-0.5181,-0.0000,2.0000,-0.0130,0.5057,-0.0000,3.0056,-0.5035,-0.0000,3.0000,-0.0130,0.4905
25.163,3,attack,-0.0000,0.0476,-0.5200,-0.0000,0.0000,-0.0130,0.5092,-0.0000,2.0681,-0.5109,-0.0000,2.0000,-0.0130,0.5025,-0.0000,3.0227,-0.5225,-0.0000,3.0000,-0.0130,0.5100
25.265,3,attack,-0.0000,0.0766,-0.5024,-0.0000,0.0000,-0.0130,0.4954,-0.0000,2.1065,-0.5158,-0.0000,2.0000,-0.0130,0.5140,-0.0000,3.0756,-0.5124,-0.0000,3.0000,-0.0130,0.5051
25.365,3,attack,-0.0000,0.1066,-0.5216,-0.0000,0.0000,-0.0130,0.5196,-0.0000,2.1420,-0.5085,-0.0000,2.0000,-0.0130,0.5155,-0.0000,3.0975,-0.5139,-0.0000,3.0000,-0.0130,0.5103
25.463,3,attack,-0.0000,0.1426,-0.5064,-0.0000,0.0000,-0.0130,0.5135,-0.0000,2.1205,-0.5098,-0.0000,2.0000,-0.0130,0.5112,-0.0000,3.1428,-0.4978,-0.0000,3.0000,-0.0130,0.5054
25.572,3,attack,-0.0000,0.1369,-0.5285,-0.0000,0.0000,-0.0130,0.5334,-0.0000,2.1740,-0.5115,-0.0000,2.0000,-0.0130,0.5280,-0.0000,3.1283,-0.5257,-0.0000,3.0000,-0.0130,0.5285
25.665,3,attack,-0.0000,0.1640,-0.5279,-0.0000,0.0000,-0.0130,0.5404,-0.0000,2.1216,-0.5142,-0.0000,2.0000,-0.0130,0.5157,-0.0000,3.1346,-0.5231,-0.0000,3.0000,-0.0130,0.5275
25.764,3,attack,-0.0000,0.1469,-0.5315,-0.0000,0.0000,-0.0130,0.5389,-0.0000,2.1707,-0.5343,-0.0000,2.0000,-0.0130,0.5485,-0.0000,3.1454,-0.5304,-0.0000,3.0000,-0.0130,0.5375
25.864,3,attack,-0.0000,0.1717,-0.5129,-0.0000,0.0000,-0.0130,0.5286,-0.0000,2.1319,-0.5217,-0.0000,2.0000,-0.0130,0.5255,-0.0000,3.1446,-0.5265,-0.0000,3.0000,-0.0130,0.5334
25.965,3,attack,-0.0000,0.1178,-0.5267,-0.0000,0.0000,-0.0130,0.5271,-0.0000,2.1595,-0.5325,-0.0000,2.0000,-0.0130,0.5435,-0.0000,3.1391,-0.5359,-0.0000,3.0000,-0.0130,0.5411
26.065,3,attack,-0.0000,0.1287,-0.5351,-0.0000,0.0000,-0.0130,0.5377,-0.0000,2.1292,-0.5401,-0.0000,2.0000,-0.0130,0.5427,-0.0000,3.1394,-0.5364,-0.0000,3.0000,-0.0130,0.5416
26.163,3,attack,-0.0000,0.2151,-0.5209,-0.0000,0.0000,-0.0130,0.5516,-0.0000,2.1717,-0.5340,-0.0000,2.0000,-0.0130,0.5486,-0.0000,3.1755,-0.5364,-0.0000,3.0000,-0.0130,0.5520
26.263,3,attack,-0.0000,0.1880,-0.5435,-0.0000,0.0000,-0.0130,0.5628,-0.0000,2.1384,-0.5457,-0.0000,2.0000,-0.0130,0.5504,-0.0000,3.1570,-0.5366,-0.0000,3.0000,-0.0130,0.5467
26.364,3,attack,-0.0000,0.1764,-0.5182,-0.0000,0.0000,-0.0130,0.5351,-0.0000,2.1720,-0.5399,-0.0000,2.0000,-0.0130,0.5543,-0.0000,3.1972,-0.5455,-0.0000,3.0000,-0.0130,0.5678
26.463,3,attack,-0.0000,0.1587,-0.5406,-0.0000,0.0000,-0.0130,0.5510,-0.0000,2.1900,-0.5407,-0.0000,2.0000,-0.0130,0.5608,-0.0000,3.2139,-0.5526,-0.0000,3.0000,-0.0130,0.5805
26.567,3,attack,-0.0000,0.2288,-0.5475,-0.0000,0.0000,-0.0130,0.5815,-0.0000,2.2084,-0.5520,-0.0000,2.0000,-0.0130,0.5779,-0.0000,3.2478,-0.5511,-0.0000,3.0000,-0.0130,0.5924
26.663,3,attack,-0.0000,0.2236,-0.5468,-0.0000,0.0000,-0.0130,0.5787,-0.0000,2.2291,-0.5372,-0.0000,2.0000,-0.0130,0.5721,-0.0000,3.2180,-0.5387,-0.0000,3.0000,-0.0130,0.5691
26.763,3,attack,-0.0000,0.2450,-0.5234,-0.0000,0.0000,-0.0130,0.5662,-0.0000,2.2714,-0.5037,-0.0000,2.0000,-0.0130,0.5608,-0.0000,3.2601,-0.5220,-0.0000,3.0000,-0.0130,0.5716
26.863,3,attack,-0.0000,0.2826,-0.5214,-0.0000,0.0000,-0.0130,0.5817,-0.0000,2.3243,-0.5073,-0.0000,2.0000,-0.0130,0.5912,-0.0000,3.2788,-0.5147,-0.0000,3.0000,-0.0130,0.5739
26.966,3,attack,-0.0000,0.2956,-0.4859,-0.0000,0.0000,-0.0130,0.5577,-0.0000,2.2699,-0.5008,-0.0000,2.0000,-0.0130,0.5575,-0.0000,3.2609,-0.5004,-0.0000,3.0000,-0.0130,0.5529
27.068,3,attack,-0.0000,0.2989,-0.4913,-0.0000,0.0000,-0.0130,0.5640,-0.0000,2.3498,-0.4979,-0.0000,2.0000,-0.0130,0.5980,-0.0000,3.2816,-0.4921,-0.0000,3.0000,-0.0130,0.5557
27.166,3,attack,-0.0000,0.2703,-0.4951,-0.0000,0.0000,-0.0130,0.5527,-0.0000,2.2739,-0.4950,-0.0000,2.0000,-0.0130,0.5544,-0.0000,3.2984,-0.5059,-0.0000,3.0000,-0.0130,0.5762
27.263,3,attack,-0.0000,0.2411,-0.4879,-0.0000,0.0000,-0.0130,0.5325,-0.0000,2.2746,-0.4981,-0.0000,2.0000,-0.0130,0.5574,-0.0000,3.2546,-0.4869,-0.0000,3.0000,-0.0130,0.5380
27.363,3,attack,-0.0000,0.2361,-0.4814,-0.0000,0.0000,-0.0130,0.5245,-0.0000,2.2734,-0.4862,-0.0000,2.0000,-0.0130,0.5465,-0.0000,3.2537,-0.4790,-0.0000,3.0000,-0.0130,0.5306
27.463,3,attack,-0.0000,0.2280,-0.4879,-0.0000,0.0000,-0.0130,0.5268,-0.0000,2.2576,-0.4778,-0.0000,2.0000,-0.0130,0.5314,-0.0000,3.2350,-0.4928,-0.0000,3.0000,-0.0130,0.5343
27.567,3,attack,-0.0000,0.2878,-0.4833,-0.0000,0.0000,-0.0130,0.5514,-0.0000,2.2431,-0.4787,-0.0000,2.0000,-0.0130,0.5253,-0.0000,3.2521,-0.4687,-0.0000,3.0000,-0.0130,0.5208
27.663,3,attack,-0.0000,0.3238,-0.4616,-0.0000,0.0000,-0.0130,0.5532,-0.0000,2.3321,-0.4688,-0.0000,2.0000,-0.0130,0.5639,-0.0000,3.3251,-0.4584,-0.0000,3.0000,-0.0130,0.5514
27.764,3,attack,-0.0000,0.3215,-0.4707,-0.0000,0.0000,-0.0130,0.5593,-0.0000,2.3605,-0.4755,-0.0000,2.0000,-0.0130,0.5864,-0.0000,3.2976,-0.4643,-0.0000,3.0000,-0.0130,0.5406
27.863,3,attack,-0.0000,0.3246,-0.4801,-0.0000,0.0000,-0.0130,0.5688,-0.0000,2.3393,-0.4674,-0.0000,2.0000,-0.0130,0.5671,-0.0000,3.4227,-0.4639,-0.0000,3.0000,-0.0130,0.6180
27.966,3,attack,-0.0000,0.2786,-0.4634,-0.0000,0.0000,-0.0130,0.5297,-0.0000,2.3625,-0.4657,-0.0000,2.0000,-0.0130,0.5800,-0.0000,3.3395,-0.4693,-0.0000,3.0000,-0.0130,0.5687
28.065,3,attack,-0.0000,0.3444,-0.4771,-0.0000,0.0000,-0.0130,0.5779,-0.0000,2.3685,-0.4648,-0.0000,2.0000,-0.0130,0.5830,-0.0000,3.3234,-0.4706,-0.0000,3.0000,-0.0130,0.5604
28.163,3,attack,-0.0000,0.3458,-0.4672,-0.0000,0.0000,-0.0130,0.5709,-0.0000,2.3533,-0.4732,-0.0000,2.0000,-0.0130,0.5802,-0.0000,3.3153,-0.4585,-0.0000,3.0000,-0.0130,0.5458
28.262,3,attack,-0.0000,0.3494,-0.4527,-0.0000,0.0000,-0.0130,0.5616,-0.0000,2.3465,-0.4711,-0.0000,2.0000,-0.0130,0.5744,-0.0000,3.3618,-0.4645,-0.0000,3.0000,-0.0130,0.5786
28.363,3,attack,-0.0000,0.3390,-0.4672,-0.0000,0.0000,-0.0130,0.5668,-0.0000,2.3327,-0.4430,-0.0000,2.0000,-0.0130,0.5437,-0.0000,3.3199,-0.4556,-0.0000,3.0000,-0.0130,0.5461
28.463,3,attack,-0.0000,0.3811,-0.4410,-0.0000,0.0000,-0.0130,0.5730,-0.0000,2.3480,-0.4497,-0.0000,2.0000,-0.0130,0.5584,-0.0000,3.3008,-0.4544,-0.0000,3.0000,-0.0130,0.5342
28.563,3,attack,-0.0000,0.2749,-0.4475,-0.0000,0.0000,-0.0130,0.5142,-0.0000,2.2718,-0.4520,-0.0000,2.0000,-0.0130,0.5163,-0.0000,3.2821,-0.4522,-0.0000,3.0000,-0.0130,0.5220
28.668,3,attack,-0.0000,0.2931,-0.4547,-0.0000,0.0000,-0.0130,0.5301,-0.0000,2.2621,-0.4446,-0.0000,2.0000,-0.0130,0.5049,-0.0000,3.2895,-0.4525,-0.0000,3.0000,-0.0130,0.5263
28.763,3,attack,-0.0000,0.2598,-0.4489,-0.0000,0.0000,-0.0130,0.5075,-0.0000,2.2866,-0.4389,-0.0000,2.0000,-0.0130,0.5133,-0.0000,3.2596,-0.4434,-0.0000,3.0000,-0.0130,0.5026
28.863,3,attack,-0.0000,0.2295,-0.4328,-0.0000,0.0000,-0.0130,0.4785,-0.0000,2.2449,-0.4386,-0.0000,2.0000,-0.0130,0.4911,-0.0000,3.2436,-0.4457,-0.0000,3.0000,-0.0130,0.4965
28.963,3,attack,-0.0000,0.2177,-0.4667,-0.0000,0.0000,-0.0130,0.5033,-0.0000,2.2245,-0.4485,-0.0000,2.0000,-0.0130,0.4900,-0.0000,3.2056,-0.4425,-0.0000,3.0000,-0.0130,0.4762
29.072,3,attack,-0.0000,0.1881,-0.4479,-0.0000,0.0000,-0.0130,0.4738,-0.0000,2.2237,-0.4495,-0.0000,2.0000,-0.0130,0.4905,-0.0000,3.1924,-0.4618,-0.0000,3.0000,-0.0130,0.4883
29.162,3,attack,-0.0000,0.1181,-0.4325,-0.0000,0.0000,-0.0130,0.4358,-0.0000,2.1644,-0.4445,-0.0000,2.0000,-0.0130,0.4617,-0.0000,3.1647,-0.4520,-0.0000,3.0000,-0.0130,0.4689
29.262,3,attack,-0.0000,0.1112,-0.4438,-0.0000,0.0000,-0.0130,0.4449,-0.0000,2.1331,-0.4322,-0.0000,2.0000,-0.0130,0.4399,-0.0000,3.1118,-0.4353,-0.0000,3.0000,-0.0130,0.4369
29.364,3,attack,-0.0000,0.1689,-0.4241,-0.0000,0.0000,-0.0130,0.4444,-0.0000,2.1037,-0.4432,-0.0000,2.0000,-0.0130,0.4425,-0.0000,3.1666,-0.4398,-0.0000,3.0000,-0.0130,0.4582
29.463,3,attack,-0.0000,0.1307,-0.4505,-0.0000,0.0000,-0.0130,0.4566,-0.0000,2.1554,-0.4512,-0.0000,2.0000,-0.0130,0.4650,-0.0000,3.1803,-0.4401,-0.0000,3.0000,-0.0130,0.4636
29.580,3,attack,-0.0000,0.0973,-0.4422,-0.0000,0.0000,-0.0130,0.4401,-0.0000,2.0933,-0.4521,-0.0000,2.0000,-0.0130,0.4489,-0.0000,3.0465,-0.4567,-0.0000,3.0000,-0.0130,0.4462
29.665,3,attack,-0.0000,0.0485,-0.4515,-0.0000,0.0000,-0.0130,0.4411,-0.0000,2.0314,-0.4649,-0.0000,2.0000,-0.0130,0.4530,-0.0000,3.0511,-0.4668,-0.0000,3.0000,-0.0130,0.4566
29.765,3,attack,-0.0000,0.0452,-0.4652,-0.0000,0.0000,-0.0130,0.4544,-0.0000,2.0248,-0.4459,-0.0000,2.0000,-0.0130,0.4336,-0.0000,3.0119,-0.4540,-0.0000,3.0000,-0.0130,0.4411
29.863,3,attack,-0.0000,0.0226,-0.4782,-0.0000,0.0000,-0.0130,0.4657,-0.0000,2.0020,-0.4534,-0.0000,2.0000,-0.0130,0.4404,-0.0000,2.9282,-0.4586,-0.0000,3.0000,-0.0130,0.4513
29.964,3,attack,-0.0000,-0.0110,-0.4573,-0.0000,0.0000,-0.0130,0.4444,-0.0000,2.0168,-0.4483,-0.0000,2.0000,-0.0130,0.4356,-0.0000,2.9949,-0.4566,-0.0000,3.0000,-0.0130,0.4436
30.064,3,attack,-0.0000,-0.0260,-0.4638,-0.0000,0.0000,-0.0130,0.4516,-0.0000,2.0129,-0.4640,-0.0000,2.0000,-0.0130,0.4512,-0.0000,3.0076,-0.4516,-0.0000,3.0000,-0.0130,0.4386
30.163,3,attack,-0.0000,0.0066,-0.4541,-0.0000,0.0000,-0.0130,0.4412,-0.0000,2.0664,-0.4564,-0.0000,2.0000,-0.0130,0.4483,-0.0000,2.9991,-0.4563,-0.0000,3.0000,-0.0130,0.4433
30.263,3,attack,-0.0000,-0.0001,-0.4424,-0.0000,0.0000,-0.0130,0.4294,-0.0000,2.0330,-0.4351,-0.0000,2.0000,-0.0130,0.4234,-0.0000,3.0450,-0.4301,-0.0000,3.0000,-0.0130,0.4195
30.363,3,attack,-0.0000,0.0435,-0.4351,-0.0000,0.0000,-0.0130,0.4244,-0.0000,2.0340,-0.4363,-0.0000,2.0000,-0.0130,0.4247,-0.0000,3.0111,-0.4386,-0.0000,3.0000,-0.0130,0.4258
30.464,3,attack,-0.0000,0.0128,-0.4217,-0.0000,0.0000,-0.0130,0.4089,-0.0000,2.0321,-0.4413,-0.0000,2.0000,-0.0130,0.4295,-0.0000,3.0457,-0.4461,-0.0000,3.0000,-0.0130,0.4355
30.574,3,attack,-0.0000,-0.0215,-0.4535,-0.0000,0.0000,-0.0130,0.4411,-0.0000,2.0252,-0.4536,-0.0000,2.0000,-0.0130,0.4413,-0.0000,3.0340,-0.4553,-0.0000,3.0000,-0.0130,0.4437
30.663,3,attack,-0.0000,0.0040,-0.4407,-0.0000,0.0000,-0.0130,0.4277,-0.0000,2.0513,-0.4386,-0.0000,2.0000,-0.0130,0.4287,-0.0000,3.0096,-0.4492,-0.0000,3.0000,-0.0130,0.4363
30.768,3,attack,-0.0000,0.0210,-0.4494,-0.0000,0.0000,-0.0130,0.4369,-0.0000,2.0219,-0.4349,-0.0000,2.0000,-0.0130,0.4225,-0.0000,2.9912,-0.4433,-0.0000,3.0000,-0.0130,0.4304
30.865,3,attack,-0.0000,0.0167,-0.4563,-0.0000,0.0000,-0.0130,0.4436,-0.0000,2.0309,-0.4451,-0.0000,2.0000,-0.0130,0.4332,-0.0000,3.0345,-0.4477,-0.0000,3.0000,-0.0130,0.4361
30.965,3,attack,-0.0000,0.0140,-0.4499,-0.0000,0.0000,-0.0130,0.4372,-0.0000,2.0354,-0.4620,-0.0000,2.0000,-0.0130,0.4503,-0.0000,3.0400,-0.4647,-0.0000,3.0000,-0.0130,0.4534
31.064,3,attack,-0.0000,0.0248,-0.4476,-0.0000,0.0000,-0.0130,0.4353,-0.0000,2.0787,-0.4627,-0.0000,2.0000,-0.0130,0.4565,-0.0000,3.0848,-0.4581,-0.0000,3.0000,-0.0130,0.4531
31.164,3,attack,-0.0000,0.0674,-0.4814,-0.0000,0.0000,-0.0130,0.4732,-0.0000,2.0633,-0.4797,-0.0000,2.0000,-0.0130,0.4710,-0.0000,3.0319,-0.4694,-0.0000,3.0000,-0.0130,0.4576
31.263,3,attack,-0.0000,0.0398,-0.4428,-0.0000,0.0000,-0.0130,0.4317,-0.0000,2.0333,-0.4668,-0.0000,2.0000,-0.0130,0.4550,-0.0000,3.0292,-0.4584,-0.0000,3.0000,-0.0130,0.4463
31.363,3,attack,-0.0000,0.0079,-0.4764,-0.0000,0.0000,-0.0130,0.4634,-0.0000,1.9828,-0.4667,-0.0000,2.0000,-0.0130,0.4540,-0.0000,2.9977,-0.4637,-0.0000,3.0000,-0.0130,0.4507
31.463,3,attack,-0.0000,-0.0312,-0.4417,-0.0000,0.0000,-0.0130,0.4298,-0.0000,1.9714,-0.4498,-0.0000,2.0000,-0.0130,0.4377,-0.0000,2.9676,-0.4307,-0.0000,3.0000,-0.0130,0.4189
31.566,3,attack,-0.0000,0.0032,-0.4521,-0.0000,0.0000,-0.0130,0.4392,-0.0000,1.9612,-0.4353,-0.0000,2.0000,-0.0130,0.4241,-0.0000,2.9636,-0.4414,-0.0000,3.0000,-0.0130,0.4299
31.663,3,attack,-0.0000,-0.0011,-0.4159,-0.0000,0.0000,-0.0130,0.4029,-0.0000,1.9776,-0.4139,-0.0000,2.0000,-0.0130,0.4016,-0.0000,2.9898,-0.4319,-0.0000,3.0000,-0.0130,0.4190
31.763,3,attack,-0.0000,-0.0242,-0.3975,-0.0000,0.0000,-0.0130,0.3853,-0.0000,1.9835,-0.3984,-0.0000,2.0000,-0.0130,0.3857,-0.0000,2.9950,-0.4030,-0.0000,3.0000,-0.0130,0.3900
31.862,3,attack,-0.0000,-0.0388,-0.4078,-0.0000,0.0000,-0.0130,0.3967,-0.0000,1.9732,-0.3926,-0.0000,2.0000,-0.0130,0.3805,-0.0000,2.9652,-0.3946,-0.0000,3.0000,-0.0130,0.3831
31.963,3,attack,-0.0000,-0.0185,-0.4103,-0.0000,0.0000,-0.0130,0.3978,-0.0000,1.9732,-0.3926,-0.0000,2.0000,-0.0130,0.3805,-0.0000,2.9511,-0.4047,-0.0000,3.0000,-0.0130,0.3947
32.064,3,attack,-0.0000,0.0426,-0.3936,-0.0000,0.0000,-0.0130,0.3829,-0.0000,2.0164,-0.4049,-0.0000,2.0000,-0.0130,0.3922,-0.0000,3.0363,-0.4072,-0.0000,3.0000,-0.0130,0.3959
32.163,3,attack,-0.0000,0.0124,-0.4031,-0.0000,0.0000,-0.0130,0.3903,-0.0000,2.0277,-0.4029,-0.0000,2.0000,-0.0130,0.3909,-0.0000,3.0351,-0.4108,-0.0000,3.0000,-0.0130,0.3993
32.271,3,attack,-0.0000,0.0516,-0.4133,-0.0000,0.0000,-0.0130,0.4036,-0.0000,2.0623,-0.4027,-0.0000,2.0000,-0.0130,0.3946,-0.0000,3.0399,-0.3904,-0.0000,3.0000,-0.0130,0.3795
32.363,3,attack,-0.0000,0.0406,-0.4156,-0.0000,0.0000,-0.0130,0.4046,-0.0000,2.0091,-0.4197,-0.0000,2.0000,-0.0130,0.4068,-0.0000,3.0211,-0.4188,-0.0000,3.0000,-0.0130,0.4063
32.478,3,attack,-0.0000,0.0160,-0.4113,-0.0000,0.0000,-0.0130,0.3986,-0.0000,2.0420,-0.4166,-0.0000,2.0000,-0.0130,0.4057,-0.0000,3.0231,-0.4173,-0.0000,3.0000,-0.0130,0.4049
32.564,3,attack,-0.0000,0.0077,-0.4115,-0.0000,0.0000,-0.0130,0.3986,-0.0000,2.0298,-0.3974,-0.0000,2.0000,-0.0130,0.3856,-0.0000,3.0114,-0.3925,-0.0000,3.0000,-0.0130,0.3796
32.663,3,attack,-0.0000,0.0321,-0.4013,-0.0000,0.0000,-0.0130,0.3896,-0.0000,2.0402,-0.3926,-0.0000,2.0000,-0.0130,0.3817,-0.0000,3.0721,-0.3910,-0.0000,3.0000,-0.0130,0.3848
32.763,3,attack,-0.0000,0.0400,-0.3939,-0.0000,0.0000,-0.0130,0.3830,-0.0000,2.0497,-0.3896,-0.0000,2.0000,-0.0130,0.3799,-0.0000,3.0128,-0.4042,-0.0000,3.0000,-0.0130,0.3914
32.864,3,attack,-0.0000,0.0439,-0.4111,-0.0000,0.0000,-0.0130,0.4005,-0.0000,1.9700,-0.3970,-0.0000,2.0000,-0.0130,0.3852,-0.0000,3.0140,-0.4117,-0.0000,3.0000,-0.0130,0.3989
