t_s,num_ghosts,phase,px4_1_est_x,px4_1_est_y,px4_1_est_z,px4_1_gt_x,px4_1_gt_y,px4_1_gt_z,px4_1_error_m,px4_3_est_x,px4_3_est_y,px4_3_est_z,px4_3_gt_x,px4_3_gt_y,px4_3_gt_z,px4_3_error_m,px4_4_est_x,px4_4_est_y,px4_4_est_z,px4_4_gt_x,px4_4_gt_y,px4_4_gt_z,px4_4_error_m
65.463,3,attack,-0.0000,-0.0550,-0.4322,-0.0000,0.0000,-0.0130,0.4228,-0.0000,1.9232,-0.4271,-0.0000,2.0000,-0.0130,0.4211,-0.0000,2.9302,-0.4244,-0.0000,3.0000,-0.0130,0.4173
65.567,3,attack,-0.0000,-0.0782,-0.4287,-0.0000,0.0000,-0.0130,0.4230,-0.0000,1.9171,-0.4313,-0.0000,2.0000,-0.0130,0.4264,-0.0000,2.9363,-0.4293,-0.0000,3.0000,-0.0130,0.4211
65.663,3,attack,-0.0000,-0.0875,-0.4462,-0.0000,0.0000,-0.0130,0.4419,-0.0000,1.8610,-0.4503,-0.0000,2.0000,-0.0130,0.4589,-0.0000,2.8667,-0.4549,-0.0000,3.0000,-0.0130,0.4616
65.763,3,attack,-0.0000,-0.1529,-0.4599,-0.0000,0.0000,-0.0130,0.4723,-0.0000,1.8480,-0.4565,-0.0000,2.0000,-0.0130,0.4689,-0.0000,2.8094,-0.4583,-0.0000,3.0000,-0.0130,0.4843
65.862,3,attack,-0.0000,-0.1309,-0.4663,-0.0000,0.0000,-0.0130,0.4719,-0.0000,1.8712,-0.4679,-0.0000,2.0000,-0.0130,0.4728,-0.0000,2.8765,-0.4542,-0.0000,3.0000,-0.0130,0.4581
65.963,3,attack,-0.0000,-0.1190,-0.4516,-0.0000,0.0000,-0.0130,0.4545,-0.0000,1.8653,-0.4535,-0.0000,2.0000,-0.0130,0.4606,-0.0000,2.8564,-0.4378,-0.0000,3.0000,-0.0130,0.4484
66.073,3,attack,-0.0000,-0.1291,-0.4549,-0.0000,0.0000,-0.0130,0.4604,-0.0000,1.8871,-0.4661,-0.0000,2.0000,-0.0130,0.4670,-0.0000,2.8508,-0.4700,-0.0000,3.0000,-0.0130,0.4807
66.164,3,attack,-0.0000,-0.1152,-0.4637,-0.0000,0.0000,-0.0130,0.4652,-0.0000,1.8530,-0.4655,-0.0000,2.0000,-0.0130,0.4758,-0.0000,2.8744,-0.4631,-0.0000,3.0000,-0.0130,0.4673
66.263,3,attack,-0.0000,-0.1163,-0.4720,-0.0000,0.0000,-0.0130,0.4735,-0.0000,1.8475,-0.4672,-0.0000,2.0000,-0.0130,0.4792,-0.0000,2.8511,-0.4820,-0.0000,3.0000,-0.0130,0.4920
66.362,3,attack,-0.0000,-0.1375,-0.4840,-0.0000,0.0000,-0.0130,0.4906,-0.0000,1.8936,-0.4793,-0.0000,2.0000,-0.0130,0.4782,-0.0000,2.9007,-0.4654,-0.0000,3.0000,-0.0130,0.4632
66.463,3,attack,-0.0000,-0.1095,-0.4558,-0.0000,0.0000,-0.0130,0.4561,-0.0000,1.9037,-0.4579,-0.0000,2.0000,-0.0130,0.4552,-0.0000,2.9135,-0.4580,-0.0000,3.0000,-0.0130,0.4534
66.564,3,attack,-0.0000,-0.0727,-0.4387,-0.0000,0.0000,-0.0130,0.4319,-0.0000,1.8780,-0.4371,-0.0000,2.0000,-0.0130,0.4413,-0.0000,2.8939,-0.4433,-0.0000,3.0000,-0.0130,0.4432
66.666,3,attack,-0.0000,-0.0679,-0.4553,-0.0000,0.0000,-0.0130,0.4475,-0.0000,1.9194,-0.4362,-0.0000,2.0000,-0.0130,0.4308,-0.0000,2.9043,-0.4393,-0.0000,3.0000,-0.0130,0.4369
66.763,3,attack,-0.0000,-0.1144,-0.4339,-0.0000,0.0000,-0.0130,0.4362,-0.0000,1.9260,-0.4409,-0.0000,2.0000,-0.0130,0.4343,-0.0000,2.9220,-0.4512,-0.0000,3.0000,-0.0130,0.4451
66.866,3,attack,-0.0000,-0.0665,-0.4391,-0.0000,0.0000,-0.0130,0.4313,-0.0000,1.8838,-0.4243,-0.0000,2.0000,-0.0130,0.4274,-0.0000,2.8678,-0.4358,-0.0000,3.0000,-0.0130,0.4430
66.963,3,attack,-0.0000,-0.0666,-0.4182,-0.0000,0.0000,-0.0130,0.4106,-0.0000,1.9177,-0.4367,-0.0000,2.0000,-0.0130,0.4316,-0.0000,2.9031,-0.4231,-0.0000,3.0000,-0.0130,0.4214
67.066,3,attack,-0.0000,-0.0985,-0.4295,-0.0000,0.0000,-0.0130,0.4280,-0.0000,1.8730,-0.4275,-0.0000,2.0000,-0.0130,0.4335,-0.0000,2.8974,-0.4215,-0.0000,3.0000,-0.0130,0.4212
67.164,3,attack,-0.0000,-0.1285,-0.4234,-0.0000,0.0000,-0.0130,0.4300,-0.0000,1.9064,-0.4208,-0.0000,2.0000,-0.0130,0.4184,-0.0000,2.8872,-0.4181,-0.0000,3.0000,-0.0130,0.4205
67.263,3,attack,-0.0000,-0.0987,-0.4494,-0.0000,0.0000,-0.0130,0.4474,-0.0000,1.8450,-0.4419,-0.0000,2.0000,-0.0130,0.4560,-0.0000,2.8907,-0.4431,-0.0000,3.0000,-0.0130,0.4437
67.363,3,attack,-0.0000,-0.0908,-0.4716,-0.0000,0.0000,-0.0130,0.4675,-0.0000,1.9403,-0.4550,-0.0000,2.0000,-0.0130,0.4460,-0.0000,2.8905,-0.4595,-0.0000,3.0000,-0.0130,0.4597
67.463,3,attack,-0.0000,-0.0729,-0.4582,-0.0000,0.0000,-0.0130,0.4511,-0.0000,1.9393,-0.4413,-0.0000,2.0000,-0.0130,0.4326,-0.0000,2.9424,-0.4422,-0.0000,3.0000,-0.0130,0.4330
67.578,3,attack,-0.0000,-0.0882,-0.4329,-0.0000,0.0000,-0.0130,0.4290,-0.0000,1.9277,-0.4392,-0.0000,2.0000,-0.0130,0.4323,-0.0000,2.9089,-0.4328,-0.0000,3.0000,-0.0130,0.4296
67.668,3,attack,-0.0000,-0.0313,-0.4252,-0.0000,0.0000,-0.0130,0.4134,-0.0000,1.9275,-0.4294,-0.0000,2.0000,-0.0130,0.4227,-0.0000,2.8911,-0.4208,-0.0000,3.0000,-0.0130,0.4221
67.765,3,attack,-0.0000,-0.1043,-0.4311,-0.0000,0.0000,-0.0130,0.4309,-0.0000,1.9083,-0.4208,-0.0000,2.0000,-0.0130,0.4180,-0.0000,2.9359,-0.4180,-0.0000,3.0000,-0.0130,0.4101
67.863,3,attack,-0.0000,-0.0772,-0.4179,-0.0000,0.0000,-0.0130,0.4122,-0.0000,1.9076,-0.4111,-0.0000,2.0000,-0.0130,0.4087,-0.0000,2.9238,-0.4144,-0.0000,3.0000,-0.0130,0.4085
67.963,3,attack,-0.0000,-0.0762,-0.4169,-0.0000,0.0000,-0.0130,0.4110,-0.0000,1.9692,-0.4293,-0.0000,2.0000,-0.0130,0.4175,-0.0000,2.9243,-0.4254,-0.0000,3.0000,-0.0130,0.4193
68.073,3,attack,-0.0000,-0.0059,-0.4376,-0.0000,0.0000,-0.0130,0.4246,-0.0000,1.9260,-0.4344,-0.0000,2.0000,-0.0130,0.4279,-0.0000,2.9620,-0.4241,-0.0000,3.0000,-0.0130,0.4129
68.164,3,attack,-0.0000,-0.0560,-0.4350,-0.0000,0.0000,-0.0130,0.4257,-0.0000,1.9572,-0.4341,-0.0000,2.0000,-0.0130,0.4233,-0.0000,2.8999,-0.4409,-0.0000,3.0000,-0.0130,0.4394
68.264,3,attack,-0.0000,-0.0546,-0.4412,-0.0000,0.0000,-0.0130,0.4317,-0.0000,1.9733,-0.4590,-0.0000,2.0000,-0.0130,0.4468,-0.0000,2.8941,-0.4458,-0.0000,3.0000,-0.0130,0.4456
68.363,3,attack,-0.0000,-0.0271,-0.4667,-0.0000,0.0000,-0.0130,0.4545,-0.0000,1.9644,-0.4738,-0.0000,2.0000,-0.0130,0.4621,-0.0000,2.9766,-0.4656,-0.0000,3.0000,-0.0130,0.4532
68.465,3,attack,-0.0000,-0.0215,-0.4570,-0.0000,0.0000,-0.0130,0.4445,-0.0000,1.9670,-0.4774,-0.0000,2.0000,-0.0130,0.4655,-0.0000,2.9765,-0.4740,-0.0000,3.0000,-0.0130,0.4616
68.567,3,attack,-0.0000,0.0001,-0.4712,-0.0000,0.0000,-0.0130,0.4582,-0.0000,1.9927,-0.4770,-0.0000,2.0000,-0.0130,0.4641,-0.0000,3.0416,-0.4712,-0.0000,3.0000,-0.0130,0.4600
68.663,3,attack,-0.0000,0.0534,-0.4742,-0.0000,0.0000,-0.0130,0.4643,-0.0000,2.0137,-0.4695,-0.0000,2.0000,-0.0130,0.4567,-0.0000,3.0348,-0.4677,-0.0000,3.0000,-0.0130,0.4560
68.763,3,attack,-0.0000,0.0050,-0.4706,-0.0000,0.0000,-0.0130,0.4576,-0.0000,2.0311,-0.4864,-0.0000,2.0000,-0.0130,0.4744,-0.0000,3.0455,-0.4896,-0.0000,3.0000,-0.0130,0.4788
68.863,3,attack,-0.0000,-0.0055,-0.4634,-0.0000,0.0000,-0.0130,0.4504,-0.0000,2.0178,-0.4627,-0.0000,2.0000,-0.0130,0.4500,-0.0000,2.9815,-0.4683,-0.0000,3.0000,-0.0130,0.4556
68.965,3,attack,-0.0000,0.0083,-0.4702,-0.0000,0.0000,-0.0130,0.4573,-0.0000,1.9828,-0.4589,-0.0000,2.0000,-0.0130,0.4462,-0.0000,2.9906,-0.4651,-0.0000,3.0000,-0.0130,0.4522
69.064,3,attack,-0.0000,-0.0208,-0.4460,-0.0000,0.0000,-0.0130,0.4335,-0.0000,1.9570,-0.4484,-0.0000,2.0000,-0.0130,0.4376,-0.0000,2.9359,-0.4391,-0.0000,3.0000,-0.0130,0.4309
69.162,3,attack,-0.0000,0.0058,-0.4695,-0.0000,0.0000,-0.0130,0.4565,-0.0000,1.9416,-0.4689,-0.0000,2.0000,-0.0130,0.4596,-0.0000,2.9556,-0.4692,-0.0000,3.0000,-0.0130,0.4583
69.264,3,attack,-0.0000,-0.0333,-0.4637,-0.0000,0.0000,-0.0130,0.4520,-0.0000,1.9421,-0.4619,-0.0000,2.0000,-0.0130,0.4526,-0.0000,2.9633,-0.4816,-0.0000,3.0000,-0.0130,0.4700
69.363,3,attack,-0.0000,-0.0985,-0.4727,-0.0000,0.0000,-0.0130,0.4701,-0.0000,1.9614,-0.4711,-0.0000,2.0000,-0.0130,0.4598,-0.0000,2.9645,-0.4682,-0.0000,3.0000,-0.0130,0.4566
69.464,3,attack,-0.0000,-0.0057,-0.4637,-0.0000,0.0000,-0.0130,0.4507,-0.0000,1.9758,-0.4636,-0.0000,2.0000,-0.0130,0.4513,-0.0000,2.9430,-0.4719,-0.0000,3.0000,-0.0130,0.4624
69.574,3,attack,-0.0000,-0.0836,-0.4606,-0.0000,0.0000,-0.0130,0.4553,-0.0000,1.9525,-0.4704,-0.0000,2.0000,-0.0130,0.4598,-0.0000,2.9361,-0.4659,-0.0000,3.0000,-0.0130,0.4574
69.664,3,attack,-0.0000,-0.0406,-0.4815,-0.0000,0.0000,-0.0130,0.4702,-0.0000,1.9626,-0.4748,-0.0000,2.0000,-0.0130,0.4633,-0.0000,2.9489,-0.4608,-0.0000,3.0000,-0.0130,0.4507
69.763,3,attack,-0.0000,-0.0448,-0.4895,-0.0000,0.0000,-0.0130,0.4786,-0.0000,1.9940,-0.4759,-0.0000,2.0000,-0.0130,0.4629,-0.0000,2.9869,-0.4758,-0.0000,3.0000,-0.0130,0.4630
69.863,3,attack,-0.0000,-0.0280,-0.4735,-0.0000,0.0000,-0.0130,0.4614,-0.0000,1.9788,-0.4696,-0.0000,2.0000,-0.0130,0.4571,-0.0000,2.9567,-0.4732,-0.0000,3.0000,-0.0130,0.4622
69.966,3,attack,-0.0000,-0.0669,-0.4481,-0.0000,0.0000,-0.0130,0.4402,-0.0000,1.9726,-0.4543,-0.0000,2.0000,-0.0130,0.4422,-0.0000,2.9533,-0.4578,-0.0000,3.0000,-0.0130,0.4473
70.063,3,attack,-0.0000,-0.0195,-0.4548,-0.0000,0.0000,-0.0130,0.4422,-0.0000,1.9597,-0.4709,-0.0000,2.0000,-0.0130,0.4597,-0.0000,2.9935,-0.4697,-0.0000,3.0000,-0.0130,0.4568
70.166,3,attack,-0.0000,-0.0474,-0.4702,-0.0000,0.0000,-0.0130,0.4596,-0.0000,2.0005,-0.4700,-0.0000,2.0000,-0.0130,0.4570,-0.0000,2.9616,-0.4664,-0.0000,3.0000,-0.0130,0.4550
70.263,3,attack,-0.0000,-0.0285,-0.4549,-0.0000,0.0000,-0.0130,0.4428,-0.0000,1.9776,-0.4643,-0.0000,2.0000,-0.0130,0.4519,-0.0000,3.0155,-0.4524,-0.0000,3.0000,-0.0130,0.4397
70.363,3,attack,-0.0000,-0.0350,-0.4718,-0.0000,0.0000,-0.0130,0.4601,-0.0000,1.9580,-0.4728,-0.0000,2.0000,-0.0130,0.4617,-0.0000,2.9455,-0.4722,-0.0000,3.0000,-0.0130,0.4624
70.465,3,attack,-0.0000,-0.0365,-0.4630,-0.0000,0.0000,-0.0130,0.4515,-0.0000,1.9855,-0.4698,-0.0000,2.0000,-0.0130,0.4571,-0.0000,2.9983,-0.4887,-0.0000,3.0000,-0.0130,0.4757
70.568,3,attack,-0.0000,0.0210,-0.4573,-0.0000,0.0000,-0.0130,0.4448,-0.0000,1.9812,-0.4599,-0.0000,2.0000,-0.0130,0.4473,-0.0000,2.9928,-0.4702,-0.0000,3.0000,-0.0130,0.4573
70.664,3,attack,-0.0000,0.0287,-0.4864,-0.0000,0.0000,-0.0130,0.4743,-0.0000,2.0023,-0.4762,-0.0000,2.0000,-0.0130,0.4632,-0.0000,3.0228,-0.4881,-0.0000,3.0000,-0.0130,0.4757
70.764,3,attack,-0.0000,0.0650,-0.4674,-0.0000,0.0000,-0.0130,0.4590,-0.0000,2.0750,-0.4766,-0.0000,2.0000,-0.0130,0.4696,-0.0000,3.0207,-0.4639,-0.0000,3.0000,-0.0130,0.4513
70.863,3,attack,-0.0000,0.0585,-0.4492,-0.0000,0.0000,-0.0130,0.4401,-0.0000,2.0703,-0.4623,-0.0000,2.0000,-0.0130,0.4548,-0.0000,3.0716,-0.4623,-0.0000,3.0000,-0.0130,0.4550
70.962,3,attack,-0.0000,0.0672,-0.4573,-0.0000,0.0000,-0.0130,0.4493,-0.0000,2.0513,-0.4603,-0.0000,2.0000,-0.0130,0.4502,-0.0000,3.0496,-0.4558,-0.0000,3.0000,-0.0130,0.4455
71.063,3,attack,-0.0000,0.1026,-0.4623,-0.0000,0.0000,-0.0130,0.4608,-0.0000,2.0786,-0.4623,-0.0000,2.0000,-0.0130,0.4561,-0.0000,3.1160,-0.4341,-0.0000,3.0000,-0.0130,0.4368
71.166,3,attack,-0.0000,0.0725,-0.4538,-0.0000,0.0000,-0.0130,0.4467,-0.0000,2.0784,-0.4606,-0.0000,2.0000,-0.0130,0.4544,-0.0000,3.1191,-0.4574,-0.0000,3.0000,-0.0130,0.4600
71.263,3,attack,-0.0000,0.1419,-0.4532,-0.0000,0.0000,-0.0130,0.4625,-0.0000,2.1204,-0.4541,-0.0000,2.0000,-0.0130,0.4572,-0.0000,3.1240,-0.4491,-0.0000,3.0000,-0.0130,0.4534
71.363,3,attack,-0.0000,0.1045,-0.4510,-0.0000,0.0000,-0.0130,0.4502,-0.0000,2.1275,-0.4416,-0.0000,2.0000,-0.0130,0.4471,-0.0000,3.1192,-0.4459,-0.0000,3.0000,-0.0130,0.4490
71.465,3,attack,-0.0000,0.1499,-0.4388,-0.0000,0.0000,-0.0130,0.4514,-0.0000,2.1680,-0.4492,-0.0000,2.0000,-0.0130,0.4674,-0.0000,3.1563,-0.4590,-0.0000,3.0000,-0.0130,0.4726
71.564,3,attack,-0.0000,0.1347,-0.4593,-0.0000,0.0000,-0.0130,0.4662,-0.0000,2.1509,-0.4512,-0.0000,2.0000,-0.0130,0.4635,-0.0000,3.1667,-0.4498,-0.0000,3.0000,-0.0130,0.4675
71.664,3,attack,-0.0000,0.1577,-0.4618,-0.0000,0.0000,-0.0130,0.4757,-0.0000,2.1499,-0.4546,-0.0000,2.0000,-0.0130,0.4664,-0.0000,3.1803,-0.4447,-0.0000,3.0000,-0.0130,0.4678
71.763,3,attack,-0.0000,0.1288,-0.4446,-0.0000,0.0000,-0.0130,0.4505,-0.0000,2.1634,-0.4505,-0.0000,2.0000,-0.0130,0.4670,-0.0000,3.1230,-0.4474,-0.0000,3.0000,-0.0130,0.4515
71.869,3,attack,-0.0000,0.1104,-0.4420,-0.0000,0.0000,-0.0130,0.4429,-0.0000,2.0793,-0.4413,-0.0000,2.0000,-0.0130,0.4356,-0.0000,3.1025,-0.4504,-0.0000,3.0000,-0.0130,0.4492
71.962,3,attack,-0.0000,0.1077,-0.4657,-0.0000,0.0000,-0.0130,0.4653,-0.0000,2.0666,-0.4385,-0.0000,2.0000,-0.0130,0.4307,-0.0000,3.0545,-0.4277,-0.0000,3.0000,-0.0130,0.4183
72.064,3,attack,-0.0000,0.0890,-0.4390,-0.0000,0.0000,-0.0130,0.4352,-0.0000,2.0956,-0.4408,-0.0000,2.0000,-0.0130,0.4384,-0.0000,3.0487,-0.4433,-0.0000,3.0000,-0.0130,0.4330
72.170,3,attack,-0.0000,0.0582,-0.4560,-0.0000,0.0000,-0.0130,0.4468,-0.0000,2.0771,-0.4584,-0.0000,2.0000,-0.0130,0.4520,-0.0000,3.1009,-0.4630,-0.0000,3.0000,-0.0130,0.4612
72.266,3,attack,-0.0000,0.0421,-0.4754,-0.0000,0.0000,-0.0130,0.4643,-0.0000,2.0469,-0.4687,-0.0000,2.0000,-0.0130,0.4581,-0.0000,3.0687,-0.4765,-0.0000,3.0000,-0.0130,0.4685
72.366,3,attack,-0.0000,0.0659,-0.4640,-0.0000,0.0000,-0.0130,0.4558,-0.0000,2.0867,-0.4698,-0.0000,2.0000,-0.0130,0.4649,-0.0000,3.0696,-0.4779,-0.0000,3.0000,-0.0130,0.4701
72.464,3,attack,-0.0000,0.0526,-0.4956,-0.0000,0.0000,-0.0130,0.4854,-0.0000,2.0969,-0.4792,-0.0000,2.0000,-0.0130,0.4761,-0.0000,3.0684,-0.4664,-0.0000,3.0000,-0.0130,0.4586
72.563,3,attack,-0.0000,0.0956,-0.4680,-0.0000,0.0000,-0.0130,0.4650,-0.0000,2.0967,-0.4608,-0.0000,2.0000,-0.0130,0.4581,-0.0000,3.1155,-0.4769,-0.0000,3.0000,-0.0130,0.4780
72.664,3,attack,-0.0000,0.0856,-0.4373,-0.0000,0.0000,-0.0130,0.4329,-0.0000,2.0970,-0.4639,-0.0000,2.0000,-0.0130,0.4612,-0.0000,3.0905,-0.4611,-0.0000,3.0000,-0.0130,0.4572
72.768,3,attack,-0.0000,0.0737,-0.4724,-0.0000,0.0000,-0.0130,0.4653,-0.0000,2.0658,-0.4884,-0.0000,2.0000,-0.0130,0.4799,-0.0000,3.0893,-0.4751,-0.0000,3.0000,-0.0130,0.4707
72.863,3,attack,-0.0000,0.0579,-0.4846,-0.0000,0.0000,-0.0130,0.4751,-0.0000,2.0736,-0.4891,-0.0000,2.0000,-0.0130,0.4817,-0.0000,3.0735,-0.4889,-0.0000,3.0000,-0.0130,0.4815
72.962,3,attack,-0.0000,0.0569,-0.4840,-0.0000,0.0000,-0.0130,0.4745,-0.0000,2.0337,-0.5016,-0.0000,2.0000,-0.0130,0.4897,-0.0000,3.0520,-0.4982,-0.0000,3.0000,-0.0130,0.4880
73.069,3,attack,-0.0000,0.0558,-0.4930,-0.0000,0.0000,-0.0130,0.4833,-0.0000,2.0496,-0.4965,-0.0000,2.0000,-0.0130,0.4860,-0.0000,3.0298,-0.5034,-0.0000,3.0000,-0.0130,0.4913
73.162,3,attack,-0.0000,0.0691,-0.4850,-0.0000,0.0000,-0.0130,0.4770,-0.0000,2.1032,-0.5079,-0.0000,2.0000,-0.0130,0.5055,-0.0000,3.1085,-0.4963,-0.0000,3.0000,-0.0130,0.4953
73.264,3,attack,-0.0000,0.0757,-0.5273,-0.0000,0.0000,-0.0130,0.5198,-0.0000,2.0512,-0.5018,-0.0000,2.0000,-0.0130,0.4915,-0.0000,3.0931,-0.5091,-0.0000,3.0000,-0.0130,0.5048
73.363,3,attack,-0.0000,0.0900,-0.4961,-0.0000,0.0000,-0.0130,0.4914,-0.0000,2.0585,-0.4913,-0.0000,2.0000,-0.0130,0.4818,-0.0000,3.1005,-0.5064,-0.0000,3.0000,-0.0130,0.5035
73.462,3,attack,-0.0000,0.0470,-0.4833,-0.0000,0.0000,-0.0130,0.4726,-0.0000,2.0425,-0.4858,-0.0000,2.0000,-0.0130,0.4747,-0.0000,3.0619,-0.4987,-0.0000,3.0000,-0.0130,0.4897
73.563,3,attack,-0.0000,0.1128,-0.4905,-0.0000,0.0000,-0.0130,0.4906,-0.0000,2.0655,-0.5026,-0.0000,2.0000,-0.0130,0.4939,-0.0000,3.0904,-0.4994,-0.0000,3.0000,-0.0130,0.4948
73.663,3,attack,-0.0000,0.1052,-0.4982,-0.0000,0.0000,-0.0130,0.4965,-0.0000,2.1344,-0.4957,-0.0000,2.0000,-0.0130,0.5010,-0.0000,3.1330,-0.5135,-0.0000,3.0000,-0.0130,0.5179
73.763,3,attack,-0.0000,0.0927,-0.5117,-0.0000,0.0000,-0.0130,0.5072,-0.0000,2.1087,-0.5071,-0.0000,2.0000,-0.0130,0.5059,-0.0000,3.1118,-0.5067,-0.0000,3.0000,-0.0130,0.5062
73.863,3,attack,-0.0000,0.1088,-0.5232,-0.0000,0.0000,-0.0130,0.5217,-0.0000,2.0990,-0.5234,-0.0000,2.0000,-0.0130,0.5200,-0.0000,3.1755,-0.5122,-0.0000,3.0000,-0.0130,0.5291
73.964,3,attack,-0.0000,0.1414,-0.5237,-0.0000,0.0000,-0.0130,0.5299,-0.0000,2.1183,-0.5206,-0.0000,2.0000,-0.0130,0.5212,-0.0000,3.1398,-0.5185,-0.0000,3.0000,-0.0130,0.5244
74.066,3,attack,-0.0000,0.1701,-0.5271,-0.0000,0.0000,-0.0130,0.5415,-0.0000,2.1582,-0.5218,-0.0000,2.0000,-0.0130,0.5328,-0.0000,3.2027,-0.5171,-0.0000,3.0000,-0.0130,0.5433
74.165,3,attack,-0.0000,0.2203,-0.5491,-0.0000,0.0000,-0.0130,0.5796,-0.0000,2.1628,-0.5305,-0.0000,2.0000,-0.0130,0.5425,-0.0000,3.2113,-0.5108,-0.0000,3.0000,-0.0130,0.5408
74.265,3,attack,-0.0000,0.1525,-0.5184,-0.0000,0.0000,-0.0130,0.5279,-0.0000,2.1425,-0.5238,-0.0000,2.0000,-0.0130,0.5303,-0.0000,3.1442,-0.5146,-0.0000,3.0000,-0.0130,0.5219
74.364,3,attack,-0.0000,0.1658,-0.5323,-0.0000,0.0000,-0.0130,0.5451,-0.0000,2.1459,-0.5217,-0.0000,2.0000,-0.0130,0.5292,-0.0000,3.1652,-0.5355,-0.0000,3.0000,-0.0130,0.5480
74.463,3,attack,-0.0000,0.1424,-0.5343,-0.0000,0.0000,-0.0130,0.5404,-0.0000,2.1673,-0.5216,-0.0000,2.0000,-0.0130,0.5354,-0.0000,3.1731,-0.5220,-0.0000,3.0000,-0.0130,0.5376
74.576,3,attack,-0.0000,0.1331,-0.5148,-0.0000,0.0000,-0.0130,0.5191,-0.0000,2.1971,-0.5280,-0.0000,2.0000,-0.0130,0.5514,-0.0000,3.1539,-0.5181,-0.0000,3.0000,-0.0130,0.5280
74.663,3,attack,-0.0000,0.2201,-0.5467,-0.0000,0.0000,-0.0130,0.5773,-0.0000,2.2077,-0.5328,-0.0000,2.0000,-0.0130,0.5598,-0.0000,3.2100,-0.5423,-0.0000,3.0000,-0.0130,0.5694
74.764,3,attack,-0.0000,0.2613,-0.5562,-0.0000,0.0000,-0.0130,0.6028,-0.0000,2.2439,-0.5440,-0.0000,2.0000,-0.0130,0.5843,-0.0000,3.2032,-0.5507,-0.0000,3.0000,-0.0130,0.5748
74.863,3,attack,-0.0000,0.2056,-0.5391,-0.0000,0.0000,-0.0130,0.5648,-0.0000,2.1814,-0.5376,-0.0000,2.0000,-0.0130,0.5551,-0.0000,3.2066,-0.5220,-0.0000,3.0000,-0.0130,0.5493
74.965,3,attack,-0.0000,0.2513,-0.5139,-0.0000,0.0000,-0.0130,0.5604,-0.0000,2.2634,-0.5317,-0.0000,2.0000,-0.0130,0.5817,-0.0000,3.2439,-0.5225,-0.0000,3.0000,-0.0130,0.5649
75.063,3,attack,-0.0000,0.2416,-0.5003,-0.0000,0.0000,-0.0130,0.5439,-0.0000,2.2584,-0.5318,-0.0000,2.0000,-0.0130,0.5796,-0.0000,3.2373,-0.5313,-0.0000,3.0000,-0.0130,0.5701
75.164,3,attack,-0.0000,0.2432,-0.5343,-0.0000,0.0000,-0.0130,0.5752,-0.0000,2.3018,-0.5130,-0.0000,2.0000,-0.0130,0.5840,-0.0000,3.2780,-0.5192,-0.0000,3.0000,-0.0130,0.5775
75.263,3,attack,-0.0000,0.2438,-0.5080,-0.0000,0.0000,-0.0130,0.5518,-0.0000,2.2534,-0.5184,-0.0000,2.0000,-0.0130,0.5653,-0.0000,3.2842,-0.5234,-0.0000,3.0000,-0.0130,0.5842
75.363,3,attack,-0.0000,0.2839,-0.5163,-0.0000,0.0000,-0.0130,0.5778,-0.0000,2.2887,-0.5103,-0.0000,2.0000,-0.0130,0.5751,-0.0000,3.2833,-0.5125,-0.0000,3.0000,-0.0130,0.5743
75.462,3,attack,-0.0000,0.2488,-0.5191,-0.0000,0.0000,-0.0130,0.5640,-0.0000,2.2315,-0.5129,-0.0000,2.0000,-0.0130,0.5509,-0.0000,3.2427,-0.5074,-0.0000,3.0000,-0.0130,0.5507
75.563,3,attack,-0.0000,0.2292,-0.5098,-0.0000,0.0000,-0.0130,0.5471,-0.0000,2.2498,-0.4977,-0.0000,2.0000,-0.0130,0.5453,-0.0000,3.2188,-0.5046,-0.0000,3.0000,-0.0130,0.5381
75.663,3,attack,-0.0000,0.2021,-0.5069,-0.0000,0.0000,-0.0130,0.5337,-0.0000,2.2366,-0.5008,-0.0000,2.0000,-0.0130,0.5422,-0.0000,3.2027,-0.5004,-0.0000,3.0000,-0.0130,0.5278
75.767,3,attack,-0.0000,0.2498,-0.4835,-0.0000,0.0000,-0.0130,0.5327,-0.0000,2.2526,-0.4836,-0.0000,2.0000,-0.0130,0.5342,-0.0000,3.2552,-0.4762,-0.0000,3.0000,-0.0130,0.5289
75.867,3,attack,-0.0000,0.1874,-0.4685,-0.0000,0.0000,-0.0130,0.4925,-0.0000,2.2011,-0.4694,-0.0000,2.0000,-0.0130,0.4987,-0.0000,3.1896,-0.4718,-0.0000,3.0000,-0.0130,0.4964
75.969,3,attack,-0.0000,0.1812,-0.4732,-0.0000,0.0000,-0.0130,0.4946,-0.0000,2.1631,-0.4768,-0.0000,2.0000,-0.0130,0.4916,-0.0000,3.1968,-0.4725,-0.0000,3.0000,-0.0130,0.4998
76.064,3,attack,-0.0000,0.2383,-0.4679,-0.0000,0.0000,-0.0130,0.5135,-0.0000,2.2271,-0.4695,-0.0000,2.0000,-0.0130,0.5098,-0.0000,3.1622,-0.4641,-0.0000,3.0000,-0.0130,0.4794
76.163,3,attack,-0.0000,0.1884,-0.4341,-0.0000,0.0000,-0.0130,0.4614,-0.0000,2.2076,-0.4549,-0.0000,2.0000,-0.0130,0.4883,-0.0000,3.1969,-0.4498,-0.0000,3.0000,-0.0130,0.4791
76.263,3,attack,-0.0000,0.1701,-0.4446,-0.0000,0.0000,-0.0130,0.4639,-0.0000,2.1539,-0.4514,-0.0000,2.0000,-0.0130,0.4646,-0.0000,3.1865,-0.4518,-0.0000,3.0000,-0.0130,0.4768
